"Drug","MW","IndividualId","CL_L_h_kg","Vc_L_kg","Q_L_h_kg","Vp_L_kg","Rtot_nM","kdeg_h","kint_h","Kss_nM"
"Avelumab",147000,74,0.00148462741094786,0.0440495507009229,0.00200954826667019,0.0422698287516868,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,75,0.000737603628024816,0.0480748912191238,0.00192817624910972,0.0309988844224319,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,76,0.000579785943368748,0.0566804705831784,0.00124951847511837,0.0529065250974637,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,77,0.000992914828271977,0.0545889667224919,0.00242537370225692,0.0555823123370464,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,78,0.000877344683906132,0.0544045433309287,0.00199426507457448,0.0750539700147439,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,79,0.000718314640171881,0.0419944276888062,0.00066925176272142,0.0238680910761005,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,80,0.00168425548927402,0.03730633809717,0.0015849040611882,0.0470002478559752,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,81,0.00101626359883383,0.0493679647951303,0.00089841266864077,0.0494072531054525,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,82,0.000652012608046713,0.0478329476925795,0.000944157595897597,0.0280090716362262,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,83,0.00121996298542797,0.0612987667456664,0.00130350039971483,0.0439711254886125,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,84,0.0010539849694503,0.0292222651451661,0.00268908932398661,0.0313080070536587,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,85,0.0012452635332066,0.0555871819948361,0.00154747610533104,0.0410113477396191,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,86,0.000944607170936626,0.0801500202895849,0.00251799733929831,0.0418582860629584,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,87,0.000848062588574722,0.0427773491808975,0.00132340935647877,0.0462768917874911,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,88,0.00137761097055472,0.0368494392719722,0.00125372574031516,0.0265561785772468,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,89,0.0013427680887421,0.0416226086222495,0.00122841675200518,0.0445317702555145,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,90,0.000934221314477186,0.0285558879112354,0.00202701164668978,0.0393312140714902,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,91,0.00132326700903886,0.0321747942133305,0.00189229921687003,0.0560543229586447,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,92,0.00105568298541658,0.049043803398015,0.00141787901873303,0.035477274317163,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,93,0.00143380123615003,0.0441308729581648,0.00129976736082302,0.0419761052869214,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,94,0.00128156534302725,0.0466738690370966,0.00163143522650887,0.0284122085600414,0.609,0.0426,0.25,0.158529501915709
