"Drug","MW","IndividualId","CL_L_h_kg","Vc_L_kg","Q_L_h_kg","Vp_L_kg","Rtot_nM","kdeg_h","kint_h","Kss_nM"
"Avelumab",147000,95,0.00126212796532696,0.0225585288500733,0.00216379928479976,0.0303061268548033,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,96,0.00098812590617073,0.0425754606247889,0.00120001662367923,0.038207036694825,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,97,0.000992775902687485,0.026777671535197,0.00144740203599547,0.0556753500153865,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,98,0.000943274182910969,0.0728261681847584,0.00128141252199192,0.0376602128646143,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,99,0.00121731298078728,0.0728396464875621,0.00138317609232352,0.0312151190235042,0.609,0.0426,0.25,0.158529501915709
"Avelumab",147000,100,0.000806861869256324,0.0373619380769155,0.00153111395435201,0.0401002105305085,0.609,0.0426,0.25,0.158529501915709
"Nivolumab",146000,1,0.000256771334900769,0.0344606271440203,0.000928891695254178,0.0107894330298684,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,2,0.000150164449524026,0.0283402623683702,0.00117809662933137,0.0139086521529434,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,3,0.00022101599059926,0.0253273032439493,0.00131601304614167,0.0162374237377405,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,4,0.000287316571588148,0.0520776455458817,0.00207900560618822,0.0158960556434649,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,5,0.000232167299742047,0.0559916400869489,0.00114415067408854,0.010053661193998,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,6,9.07619365069391e-05,0.0211975058499912,0.0011665732616774,0.023408024356075,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,7,0.000206917103112264,0.0392093013352533,0.00107672111806731,0.0333121584823325,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,8,0.000209938870503105,0.0251274872572934,0.000753469546905183,0.0292591657976284,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,9,0.000168540769506207,0.0361014224858344,0.0013073251410318,0.0238886046363054,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,10,0.00017369326825808,0.0311385908335477,0.00182713199247648,0.0180959403671166,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,11,8.84933775113947e-05,0.0469835249361459,0.00106496614281109,0.0142928936577165,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,12,0.000180614288693938,0.0390583143123026,0.000850920330622408,0.0134757915744342,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,13,0.000211022221309963,0.020002022474454,0.000866076321897138,0.0143454768692833,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,14,0.0002983337051249,0.0295940682869664,0.000977597904362607,0.0135158269973935,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,15,9.7627935437964e-05,0.0367688837660538,0.000798240783459472,0.0155805361234276,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,16,0.000250490443229181,0.029845631278888,0.00107684720399115,0.0175884211029151,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,17,0.00012793239898735,0.0453864935480387,0.00080487453692239,0.0135565658769148,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,18,0.000209074577039679,0.0282599706201836,0.000794373462477679,0.0157950313325504,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,19,0.000218118630697378,0.0320262159679638,0.00083791727492759,0.019998263238489,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,20,0.000252057964491716,0.0427933486805998,0.00075758539963554,0.0135709291611384,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,21,9.68439684351412e-05,0.0345371985568387,0.00106241488402613,0.0242406079399291,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,22,0.000171560586443111,0.0394707789850309,0.000514995359129714,0.0272268440700632,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,23,0.000257520759859064,0.019328595866111,0.000355515248604114,0.00877853598186074,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,24,0.000178712042300212,0.0457632559520546,0.00139395088921689,0.0183695437894893,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,25,0.000195496350322385,0.0201505710001622,0.00372292087631285,0.0242155477374144,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,26,0.000226496079792053,0.0307424622765825,0.000428868046234015,0.0218098510990842,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,27,7.44474677688466e-05,0.0439185076192059,0.0019508237320813,0.0196057928986743,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,28,0.000133972534808573,0.0367078307100428,0.00142795866752418,0.0105565929408845,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,29,0.000210951976584945,0.0342802923710801,0.00170505805054295,0.0210790508526227,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,30,0.00015754036152932,0.0441271859395549,0.000487493894345004,0.0298710290472533,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,31,0.000144821584898373,0.0221570601157143,0.00167971795461272,0.00942785116060803,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,32,0.000170986705062417,0.040107680711484,0.00141971336335945,0.0236809195281911,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,33,0.000154781646224624,0.0432509156665494,0.000948708910856946,0.0193721243076654,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,34,0.00017909389972175,0.0350031214188608,0.00206330014736475,0.019324884045795,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,35,0.000217365497301792,0.0401296955330315,0.00128982467307237,0.0178609878549504,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,36,0.000203428548973238,0.0367323195630179,0.00085262177991704,0.0175021646979634,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,37,0.000214129445424482,0.0184665317824781,0.000738119968051093,0.0139431518194205,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,38,0.000291220310125015,0.0142222448360643,0.00129906149542621,0.0180791888385236,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,39,0.000150086440862608,0.0342606956619659,0.00102307715711193,0.0175025392189556,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,40,0.000194855525619156,0.047805735958139,0.000954286725079891,0.014032730255818,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,41,0.000192904126256589,0.0266869676060148,0.000840101607989821,0.015779119031846,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,42,0.000188939123315004,0.0329728304211798,0.00102531482543551,0.0232742814310811,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,43,0.000245993198263147,0.0193705734151436,0.00110958352117931,0.018425227231276,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,44,0.000275160350266033,0.0349938903335564,0.00123979607514314,0.0164947809725062,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,45,0.000170316017744855,0.0232605803929128,0.00221823859763662,0.0100921434412926,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,46,0.00014480042267689,0.023969490614795,0.00152210026927489,0.0185232058558699,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,47,0.000191370994912053,0.02420197239615,0.00173583409173696,0.011957779132346,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,48,0.000227744740900273,0.0203958380305468,0.0018853539839928,0.0117622419144074,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,49,0.000282489020812197,0.0220072448109716,0.000839240862605455,0.011528754839355,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,50,0.000227235159462708,0.0288733120484044,0.00193981041303526,0.0161042391126027,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,51,0.000222490268066102,0.0348161653339056,0.00105376181811582,0.00767155744698573,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,52,0.000130637599539164,0.0271223388363315,0.000664864179654509,0.0156437671957937,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,53,0.000186861498085352,0.0377393395668396,0.00142840770144057,0.0175280040626653,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,54,0.000201612510527292,0.0386232403998661,0.000740300123256852,0.0125080854760923,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,55,0.000233965696059621,0.020118801004787,0.000433542899666433,0.0105102638205008,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,56,0.000134259652597644,0.0292622129843803,0.000620517591798274,0.0264157803163713,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,57,0.000232321222590016,0.0264932886393693,0.00099771371696617,0.00953176809255809,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,58,0.000263860973660284,0.046081590876984,0.000664365037290782,0.00843947274801554,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,59,0.000268712053933849,0.0350860528804802,0.00154665815487769,0.0225972385330572,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,60,0.000343568797609577,0.0394326656499355,0.000966236345997145,0.0207487896225289,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,61,0.00014228403343327,0.020913117842171,0.00105730183739137,0.0291894710255156,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,62,0.000215571243309505,0.0264887092021474,0.000850048992903781,0.00986091646870871,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,63,0.000219898369907522,0.035572826476925,0.000657243793630599,0.0174092470277833,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,64,0.000239731126800533,0.0403114060030732,0.00132115914010128,0.00818696816682267,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,65,0.000142212475256055,0.0324294052877456,0.00113589419570215,0.013061549424575,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,66,0.000190752290333174,0.0186725497123697,0.00154964367919639,0.0179679839461578,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,67,0.000221939130276209,0.0344646023819002,0.000686887314815107,0.00924342526934441,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,68,0.000209771924742045,0.0533869832099546,0.000833596657390586,0.00838425505170064,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,69,0.000263618383381954,0.0499285318616564,0.00173518855860076,0.0167942116080776,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,70,0.000195526512570098,0.0448744254126942,0.00208053653488814,0.0178753900962888,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,71,0.000328109665847797,0.0521523722456848,0.000858883268479075,0.019713326399405,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,72,0.000400755673922325,0.0379208635032449,0.00136842546396483,0.0160290810227918,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,73,0.000181841320351592,0.03381243835807,0.0010625862712053,0.0163286473551591,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,74,0.000246896272411655,0.0236761244708303,0.000650804683027003,0.00769770236778512,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,75,0.000168855630960584,0.0461860484825059,0.00128589008187877,0.0106682506375129,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,76,0.000211693788597568,0.0397103870519165,0.000531556108179406,0.0190137109148647,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,77,0.000299297630181241,0.0509102598482542,0.0009084570914886,0.049069318930301,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,78,9.71786139516172e-05,0.037662894034881,0.00109231775813664,0.00785626717970983,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,79,0.000193031697218715,0.0247472861196446,0.000719208673373052,0.0147789841102165,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,80,0.000168454622324625,0.0192636092520637,0.00209168488785148,0.0105812190770212,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,81,0.000151755471349832,0.0385002722892289,0.00109701487916269,0.0517917363415743,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,82,0.000130109028596252,0.0264468464920179,0.00105574563251886,0.00644770060953005,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,83,0.000184702750937231,0.0177835922758552,0.00293869854094976,0.00577465941214438,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,84,0.000155391831740969,0.0233356070133569,0.000739637447724735,0.0130596839306199,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,85,0.000219806304744803,0.0328937331009743,0.000748138084504089,0.0196439985544563,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,86,0.000214336338549089,0.0424548110664399,0.000439033842237521,0.0165725819615282,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,87,0.000244386102774745,0.0318573256018719,0.00237390022265095,0.0104782743244758,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,88,0.000196981378038688,0.0191630070854907,0.000744722552746766,0.0197386201999073,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,89,0.000223014959376535,0.0242749002749296,0.000904189755497841,0.0222271873533023,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,90,0.000108269428166816,0.0371849098861414,0.00167423085078223,0.013165792738891,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,91,0.000244790009711509,0.0607361603076125,0.00100807609542843,0.0453820386754438,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,92,0.000117139524465999,0.0213636444616085,0.00151038974511547,0.0108229034471195,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,93,0.000172243066535146,0.0393575423465913,0.000708083710065857,0.00728266590558893,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,94,0.000189253145313249,0.044100305147719,0.000562448840251448,0.00722502313170278,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,95,0.000156077837202047,0.0244534212567121,0.000742959707125196,0.0130327420879706,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,96,0.000356618272659975,0.0232421999530362,0.000789767971637213,0.0173518489389366,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,97,0.000191848854957499,0.0200607888409101,0.00177005826223553,0.0339437105288308,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,98,0.000162074614142164,0.0286341534449984,0.000643949301083176,0.0109742755961794,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,99,0.000219735603515148,0.0292054036547209,0.00146917839446125,0.00991448720875632,0.0166,0.027,0.027,1.45572368421053
"Nivolumab",146000,100,0.000211826452738445,0.0307257782913462,0.00115008628917752,0.0109885176499561,0.0166,0.027,0.027,1.45572368421053
"Pembrolizumab",146000,1,0.000222399952865243,0.00935885635346613,0.000703329769383883,0.0401777302413067,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,2,0.000107976173144513,0.0176153955122657,0.000473515989077532,0.0258403611191203,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,3,0.000293441525135338,0.0149470069409522,0.00052990941421043,0.0176439532623337,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,4,0.000165759562983673,0.0124607164317256,0.000728253609934205,0.0236898583790763,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,5,9.61755236436257e-05,0.0217048960137052,0.000620150213766015,0.0115978848897679,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,6,0.000162382457647934,0.0163580320876237,0.000528544984551016,0.0118200990315538,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,7,0.000286210444569567,0.02681304192694,0.000644204669050184,0.0490332839218317,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,8,0.000320770117741763,0.0214310934379074,0.000684281258115386,0.0276717316264524,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,9,0.000168927649645123,0.00547172088269366,0.000380154610465155,0.0282022355037,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,10,0.000169137836227116,0.0146397697152673,0.000772131860325908,0.0344925249754916,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,11,0.00011751653747503,0.00930905066947312,0.000490160816165904,0.0439684646355172,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,12,0.000248305539918861,0.0181276317947259,0.000892880851887647,0.0419815781819021,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,13,0.000190701385915853,0.0155375607523834,0.000524448157562085,0.0325060845851061,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,14,0.000217138679266725,0.025213292215526,0.00080739225006123,0.0488372243683412,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,15,0.000253834267248916,0.00953435976260909,0.000735209547306194,0.0285388399253425,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,16,0.000325431911932822,0.0128497125998477,0.000807594909395216,0.0267118616033012,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,17,0.00020503317914054,0.0190826429165399,0.000449373606710117,0.0136706471681679,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,18,0.000128456704868476,0.0124462654964009,0.00117780001346371,0.0190033004401071,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,19,0.000194313684703279,0.024053576213189,0.000488019949495652,0.0334878067341195,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,20,0.000185425803107677,0.0123662219287918,0.000778304613312306,0.0175500439161274,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,21,0.000203150904652352,0.0111877203648697,0.000794873833460761,0.0166105124569068,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,22,0.000268648104453323,0.0118786111840349,0.000950707465139643,0.0226106916332786,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,23,0.000166278837135113,0.01106650811396,0.000560693778892224,0.0302805108773009,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,24,0.000225289243790275,0.0196714620994373,0.000668455762462577,0.0215336967782184,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,25,0.000120665979942548,0.0122389932876095,0.000486717244127866,0.0311455334133423,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,26,0.000117518634379725,0.0150573201482163,0.000627371096706536,0.0186796958956149,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,27,0.000289253905625759,0.012577413547871,0.00101721753123899,0.0322937892670209,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,28,0.000276745574971141,0.0101282851158124,0.000886650382017988,0.0232732763351993,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,29,0.000162197813169334,0.0204093948965992,0.000867117683069732,0.024410443479952,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,30,0.000105727518711142,0.0232234164376765,0.000731764757733719,0.00890131127253089,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,31,0.000239009754205112,0.011644080037261,0.000664718466240201,0.0221631815686118,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,32,0.000360724675887593,0.0100172683914789,0.00144752454930516,0.0129094924467362,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,33,9.83740360631174e-05,0.0111606415477079,0.000634320892286258,0.0263494267165883,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,34,0.000150328795932901,0.00811415382156795,0.00152915714315205,0.0293231118818383,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,35,0.000136322337487442,0.012388752429165,0.000557496632960628,0.0183597068143942,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,36,0.000294442953617998,0.0133760130470537,0.000785736093133125,0.0224651337588771,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,37,0.000332208639766891,0.0131200714580304,0.000960037491685242,0.0345605749506613,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,38,0.00020733808817876,0.0203171721322782,0.00067776312261295,0.0273006911648289,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,39,0.000226092126351229,0.0137268298790516,0.000413385937821356,0.0202075108174746,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,40,0.000217716008666514,0.00546135051149339,0.000557496223029415,0.0205278635874388,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,41,0.000169217916092991,0.0145142362979973,0.000875286292397089,0.0326243580718971,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,42,0.00030018419697978,0.0127666293562456,0.000984853175040132,0.0197517689681509,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,43,0.00011022604217566,0.0137804227714788,0.000955846777302962,0.0247523332196969,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,44,0.000123761699664752,0.0158816526136285,0.000619415562347984,0.0187180554536931,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,45,0.000157805207228789,0.00951598814745624,0.000613613490327845,0.0190224857791641,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,46,0.000205162214315042,0.0140265283430119,0.000451397736385419,0.0212974037654649,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,47,0.000190094121048005,0.0282418329971536,0.000489640866285167,0.023603886930082,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,48,0.000287746312124161,0.0121825003727321,0.00094425331960548,0.0290749636199752,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,49,0.0003501800384465,0.0263386662067274,0.00179211558578491,0.0305621796049751,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,50,0.000129851613459517,0.0180032263031737,0.00122284843271095,0.0294964497021996,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,51,0.000236117117524718,0.0185899014390383,0.000546663561539645,0.0346858349038243,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,52,0.000209311733222084,0.00866918506954231,0.00155473181804489,0.0252866320259215,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,53,0.000265312461842858,0.0231034445867945,0.000640750455901169,0.02920417488953,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,54,0.000300140579116697,0.0188432039789354,0.000753049600903501,0.0121086593107443,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,55,0.000226505392947453,0.0081238264264684,0.000638690541552091,0.0161935411012015,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,56,0.000156020223751479,0.0275226575514961,0.000891935417039293,0.0247570663310543,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,57,0.000135633266098592,0.0100798161569753,0.000733156529698674,0.0228756914793669,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,58,0.000310748393487292,0.0174998671221823,0.000756347501741644,0.0106962834394745,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,59,0.000333330054575616,0.0143909349104907,0.000692691188067044,0.0141012403251363,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,60,0.000192310608607598,0.0148287314050208,0.000843867248252691,0.0353384132643918,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,61,0.000214536241689678,0.0115548974374476,0.00122338881138712,0.0379895797996887,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,62,0.000233094543379536,0.0239164783065005,0.000920366853943435,0.0137857892487326,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,63,0.000200881005351952,0.0129740845903813,0.000653163713469941,0.0496000776418422,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,64,0.000219957747986174,0.00894837340648823,0.000787962364070594,0.0355042822907617,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,65,0.000265914506876479,0.0125578480620028,0.00081732369457937,0.0388588123776368,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,66,0.000162571682014136,0.0198919661308999,0.000361075403045507,0.025686141427634,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,67,0.000139618266795141,0.0287271623488904,0.000917763612829429,0.0213698713575103,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,68,0.000166747716183417,0.0130717213812024,0.000764282881462922,0.0261930030523365,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,69,0.000105413665736326,0.0150501879910769,0.000322796795523421,0.035778910277412,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,70,9.10138921544552e-05,0.0152384666294085,0.00070225741240964,0.0223466581307295,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,71,0.000243656637021758,0.0178349010092645,0.000434581766866896,0.022747835584334,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,72,0.000219682066558929,0.0276031493768043,0.000502249218304266,0.0188081981031108,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,73,0.000162133419985908,0.0135793075735455,0.000433113407374785,0.0212852920436166,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,74,0.000174225611208145,0.0109836760556282,0.00071620178854418,0.0243847611713517,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,75,0.000119178395370961,0.0245091600036568,0.00145431599911723,0.0176641179066024,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,76,0.000190557408059378,0.0195390053061803,0.000536079486377582,0.0306194679979543,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,77,0.000217983286936522,0.00708708259865111,0.000552848750649801,0.0225094310604383,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,78,0.000192760191148847,0.0233054861029805,0.000635147910277021,0.0185892762852541,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,79,0.000198396373169143,0.0287077698036826,0.000846653145712867,0.0179105255339325,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,80,0.000188443953577567,0.0102370350640168,0.000332460664717491,0.01843047518997,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,81,0.000315821433079308,0.0107321675346286,0.000469322683295215,0.00882163899891415,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,82,0.000212598910272125,0.0273403756225837,0.000809049364654815,0.0120169442803162,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,83,0.000150032726131197,0.0346751422338599,0.00112332687282436,0.0179625653451533,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,84,0.000293362474504887,0.0160768578451602,0.00106323773219579,0.0140146085220697,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,85,0.000186182580910254,0.0147679782919305,0.000548283162338265,0.0415881917402405,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,86,0.000126304822637752,0.0211793262387767,0.000711684320835098,0.0450332643922473,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,87,0.000144020553960369,0.0169163307750139,0.00078617483146472,0.0229376108966501,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,88,0.000218671540760905,0.0138635553873462,0.000760456615764835,0.0255389189243713,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,89,0.000248954716850183,0.0153462079614167,0.000462561066200073,0.0280745882041558,0.0166,0.027,0.027,0.392058823529412
"Pembrolizumab",146000,90,0.000159196089835814,0.015153353133689,0.000423579052995542,0.0403769807271741,0.0166,0.027,0.027,0.392058823529412
