"Scenario_name","Drug","IndividualId","Dose_mgkg","Time_h","Time_day","Concentration_ug_mL"
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,0.25,0.0104166666666667,10.6457591759709
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,1,0.0416666666666667,9.83789158435845
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,2,0.0833333333333333,8.87009495338743
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,4,0.166666666666667,7.25560748999958
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,8,0.333333333333333,4.99419702087441
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,24,1,1.78439105203637
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,48,2,1.00150655927319
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,144,6,0.281858208369965
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,240,10,0.0636548491873931
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,336,14,0.00460213921942332
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,504,21,3.09742685958267e-05
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,672,28,2.17475474790803e-07
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,0.25,0.0104166666666667,7.97528949095766
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,1,0.0416666666666667,7.53618131348724
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,2,0.0833333333333333,6.99432713366905
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,4,0.166666666666667,6.04410229483911
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,8,0.333333333333333,4.57681617150783
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,24,1,1.86892866310809
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,48,2,0.866020117093224
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,144,6,0.142674166275681
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,240,10,0.0107592416690054
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,336,14,0.000599294066388597
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,504,21,4.11445260379744e-06
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,672,28,2.83596565644826e-08
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,0.25,0.0104166666666667,9.84701537946499
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,1,0.0416666666666667,9.28782524495136
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,2,0.0833333333333333,8.59582131196041
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,4,0.166666666666667,7.37686045733804
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,8,0.333333333333333,5.48088900281884
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,24,1,1.97072963689613
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,48,2,0.812139573428003
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,144,6,0.269447785671607
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,240,10,0.0986134017128591
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,336,14,0.0282167353558672
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,504,21,0.00204139308756957
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,672,28,0.000156816431287873
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,0.25,0.0104166666666667,6.86149541241742
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,1,0.0416666666666667,6.46639500982672
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,2,0.0833333333333333,5.98127680896283
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,4,0.166666666666667,5.13613689779662
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,8,0.333333333333333,3.842170990944
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,24,1,1.48803953802336
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,48,2,0.664498059564833
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,144,6,0.121540181776688
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,240,10,0.00854012645733274
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,336,14,0.000662129451703202
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,504,21,1.00508818707881e-05
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,672,28,1.55501682342134e-07
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,0.25,0.0104166666666667,10.044983195444
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,1,0.0416666666666667,9.37246419902328
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,2,0.0833333333333333,8.55942314577969
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,4,0.166666666666667,7.18185386172731
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,8,0.333333333333333,5.19150205557228
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,24,1,2.09887011351859
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,48,2,1.1723616806786
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,144,6,0.276855170848601
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,240,10,0.03716860908064
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,336,14,0.0015731441309833
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,504,21,6.9645512134423e-06
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,672,28,3.16172522394454e-08
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,0.25,0.0104166666666667,4.68414450843893
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,1,0.0416666666666667,4.56459472222563
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,2,0.0833333333333333,4.41519557276492
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,4,0.166666666666667,4.14572589669044
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,8,0.333333333333333,3.69839849617529
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,24,1,2.61534118204644
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,48,2,1.89015159926202
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,144,6,0.792187342714104
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,240,10,0.283501775763159
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,336,14,0.0314909091905413
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,504,21,1.63603595756764e-05
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,672,28,2.76873062560247e-08
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,0.25,0.0104166666666667,8.8312462601598
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,1,0.0416666666666667,8.29768668867056
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,2,0.0833333333333333,7.64951176877942
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,4,0.166666666666667,6.54206732291554
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,8,0.333333333333333,4.91490882883897
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,24,1,2.26982067036215
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,48,2,1.42487261389874
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,144,6,0.485461303170749
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,240,10,0.103048445986815
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,336,14,0.0042325681488916
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,504,21,1.90269599167255e-05
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,672,28,8.74149037142325e-08
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,0.25,0.0104166666666667,2.92843288369965
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,1,0.0416666666666667,2.8546100075917
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,2,0.0833333333333333,2.76337873818503
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,4,0.166666666666667,2.60187577461791
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,8,0.333333333333333,2.34244839151449
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,24,1,1.7373394580113
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,48,2,1.27415661333803
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,144,6,0.313984666467302
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,240,10,0.000954479497766553
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,336,14,2.28615550213796e-06
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,504,21,0
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,672,28,3.05210189064485e-12
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,0.25,0.0104166666666667,8.82525317041812
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,1,0.0416666666666667,8.38110072155739
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,2,0.0833333333333333,7.83476256327213
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,4,0.166666666666667,6.87903125850988
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,8,0.333333333333333,5.40079910655177
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,24,1,2.62342479746372
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,48,2,1.58007229757982
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,144,6,0.678751533344231
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,240,10,0.280032651236641
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,336,14,0.0819300981893198
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,504,21,0.000884814943424114
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,672,28,1.32685705339504e-05
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,0.25,0.0104166666666667,9.08434563576004
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,1,0.0416666666666667,8.53984624697015
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,2,0.0833333333333333,7.87431600106545
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,4,0.166666666666667,6.72498121554724
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,8,0.333333333333333,4.99850169345044
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,24,1,1.99400235407192
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,48,2,0.912795514338787
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,144,6,0.0848007947764529
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,240,10,0.00167144631464737
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,336,14,4.48698586278828e-05
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,504,21,8.29632598944783e-08
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,672,28,4.32416854912587e-10
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,0.25,0.0104166666666667,7.56788984087089
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,1,0.0416666666666667,7.15991091113515
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,2,0.0833333333333333,6.66571073461493
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,4,0.166666666666667,5.82436337112912
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,8,0.333333333333333,4.59130938821385
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,24,1,2.51993865153461
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,48,2,1.66374142518595
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,144,6,0.405364562212051
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,240,10,0.0116825535640407
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,336,14,0.000116266762386469
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,504,21,4.3257562349494e-08
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,672,28,1.20093197028113e-10
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,0.25,0.0104166666666667,5.82303651296305
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,1,0.0416666666666667,5.5566838009152
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,2,0.0833333333333333,5.24074461743913
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,4,0.166666666666667,4.72039466437581
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,8,0.333333333333333,3.99846793440488
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,24,1,2.83083029473847
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,48,2,2.14088778452125
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,144,6,0.667764828568729
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,240,10,0.059290896462502
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,336,14,1.19607484513909e-05
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,504,21,0
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,672,28,1.3892918184051e-11
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,0.25,0.0104166666666667,6.04493740675296
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,1,0.0416666666666667,5.76913070733358
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,2,0.0833333333333333,5.43571660631426
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,4,0.166666666666667,4.86741194361677
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,8,0.333333333333333,4.02342507897097
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,24,1,2.49611655658925
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,48,2,1.72951502465504
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,144,6,0.50367077291264
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,240,10,0.082546712786428
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,336,14,0.000288426606406741
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,504,21,1.92387482201976e-08
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,672,28,0
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,0.25,0.0104166666666667,8.19930325998809
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,1,0.0416666666666667,7.72206376532676
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,2,0.0833333333333333,7.13706484158655
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,4,0.166666666666667,6.12043165900064
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,8,0.333333333333333,4.57052855118842
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,24,1,1.7853704427082
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,48,2,0.838535794077493
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,144,6,0.195432640562228
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,240,10,0.0189097115907538
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,336,14,0.00125984570203336
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,504,21,2.13264121264473e-05
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,672,28,3.6908175602576e-07
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,0.25,0.0104166666666667,8.42223651795164
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,1,0.0416666666666667,8.01306324516389
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,2,0.0833333333333333,7.50032963355477
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,4,0.166666666666667,6.57765928187776
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,8,0.333333333333333,5.08038357574786
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,24,1,1.94677180871042
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,48,2,0.646774929807436
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,144,6,0.11119891867863
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,240,10,0.0205601152742479
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,336,14,0.00399322408432354
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,504,21,0.000305475774227171
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,672,28,2.39771467712008e-05
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,0.25,0.0104166666666667,7.84762142421371
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,1,0.0416666666666667,7.48289735774306
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,2,0.0833333333333333,7.03056541143298
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,4,0.166666666666667,6.23007922604308
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,8,0.333333333333333,4.96960419839199
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,24,1,2.49154886675924
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,48,2,1.43575221075949
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,144,6,0.444694266562494
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,240,10,0.121921429130933
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,336,14,0.0124092311577895
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,504,21,5.92551935051501e-05
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,672,28,3.91385639453256e-07
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,0.25,0.0104166666666667,7.15141184709306
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,1,0.0416666666666667,6.68835113750862
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,2,0.0833333333333333,6.12796936687668
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,4,0.166666666666667,5.17358644003423
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,8,0.333333333333333,3.77022762362298
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,24,1,1.44637993834172
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,48,2,0.68912442019054
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,144,6,0.0934508803975228
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,240,10,0.00224365354199416
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,336,14,7.24452229836501e-05
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,504,21,2.19388920282042e-07
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,672,28,5.47562980744534e-10
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,0.25,0.0104166666666667,8.35562270823927
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,1,0.0416666666666667,7.98723233809222
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,2,0.0833333333333333,7.53535387185625
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,4,0.166666666666667,6.74846406074669
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,8,0.333333333333333,5.54054321157376
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,24,1,3.26077984969628
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,48,2,2.22428340926639
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,144,6,0.804024784621748
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,240,10,0.24817069957343
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,336,14,0.0293750900016147
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,504,21,1.53854179904453e-05
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,672,28,1.39915182769769e-08
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,0.25,0.0104166666666667,13.0061479380986
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,1,0.0416666666666667,11.7101026629844
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,2,0.0833333333333333,10.19272598421
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,4,0.166666666666667,7.75749683021531
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,8,0.333333333333333,4.59673075043482
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,24,1,0.976017924978626
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,48,2,0.480919841367969
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,144,6,0.152683298659871
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,240,10,0.0373631430375568
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,336,14,0.00606855557208013
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,504,21,0.000298218531122063
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,672,28,1.53322760152918e-05
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,0.25,0.0104166666666667,9.1533508305414
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,1,0.0416666666666667,8.54401599865155
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,2,0.0833333333333333,7.8070387403006
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,4,0.166666666666667,6.55386883470546
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,8,0.333333333333333,4.7188276526163
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,24,1,1.70385053754829
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,48,2,0.703859697935747
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,144,6,0.0327505660690084
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,240,10,0.000218604539311001
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,336,14,3.45333860977926e-06
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,504,21,2.38401118084961e-09
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,672,28,7.31272560742329e-11
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,0.25,0.0104166666666667,10.1243852777824
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,1,0.0416666666666667,9.28419402709406
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,2,0.0833333333333333,8.3331988903207
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,4,0.166666666666667,6.88310968972864
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,8,0.333333333333333,5.13537051635087
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,24,1,2.91872112420603
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,48,2,1.72567649167199
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,144,6,0.18129469985718
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,240,10,0.000586030895300829
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,336,14,6.62072384628503e-08
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,504,21,3.43476681499235e-11
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,672,28,0
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,0.25,0.0104166666666667,9.0910217486659
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,1,0.0416666666666667,8.48546067307037
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,2,0.0833333333333333,7.76531219118278
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,4,0.166666666666667,6.57780753494375
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,8,0.333333333333333,4.94616647147583
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,24,1,2.64037420269991
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,48,2,1.84552774188926
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,144,6,0.576769603712642
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,240,10,0.119717121377241
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,336,14,0.00291453767264057
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,504,21,1.21871578743918e-06
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,672,28,2.19978461306584e-10
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,0.25,0.0104166666666667,5.60652902607637
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,1,0.0416666666666667,5.3781125389184
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,2,0.0833333333333333,5.0965467766014
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,4,0.166666666666667,4.60238835341812
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,8,0.333333333333333,3.83245472263907
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,24,1,2.30924545711289
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,48,2,1.54715101200283
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,144,6,0.494976507299367
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,240,10,0.119367098296501
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,336,14,0.00367736998323429
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,504,21,1.98736537336237e-06
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,672,28,1.22437944172519e-09
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,0.25,0.0104166666666667,4.89581668465404
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,1,0.0416666666666667,4.66269906725906
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,2,0.0833333333333333,4.37857002927436
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,4,0.166666666666667,3.88977680868221
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,8,0.333333333333333,3.1578418593383
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,24,1,1.82452205369273
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,48,2,1.14161534461003
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,144,6,0.179452636203867
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,240,10,0.00175446900956595
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,336,14,6.66568883324273e-06
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,504,21,4.00548059108838e-10
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,672,28,5.45562224973711e-11
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,0.25,0.0104166666666667,11.6178246992466
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,1,0.0416666666666667,10.5047670493614
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,2,0.0833333333333333,9.23562615200941
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,4,0.166666666666667,7.28101402142066
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,8,0.333333333333333,4.9155044683547
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,24,1,2.4142993576539
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,48,2,1.71532239296493
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,144,6,0.48217531053444
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,240,10,0.0644432256032959
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,336,14,0.000497143644928605
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,504,21,1.00123133827544e-07
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,672,28,1.68809825568018e-10
