"Scenario_name","Drug","IndividualId","Dose_mgkg","Rich_AUC_ug_h_mL"
"Avelumab_Monkey_Dose0.3","Avelumab","49",0.3,272.900852600049
"Avelumab_Monkey_Dose0.3","Avelumab","5",0.3,289.041099049685
"Avelumab_Monkey_Dose0.3","Avelumab","50",0.3,288.273739528023
"Avelumab_Monkey_Dose0.3","Avelumab","51",0.3,250.5480778246
"Avelumab_Monkey_Dose0.3","Avelumab","52",0.3,399.136911226033
"Avelumab_Monkey_Dose0.3","Avelumab","53",0.3,279.398666529063
"Avelumab_Monkey_Dose0.3","Avelumab","54",0.3,252.005172443669
"Avelumab_Monkey_Dose0.3","Avelumab","55",0.3,321.284326224466
"Avelumab_Monkey_Dose0.3","Avelumab","56",0.3,209.892270652308
"Avelumab_Monkey_Dose0.3","Avelumab","57",0.3,274.139356465433
"Avelumab_Monkey_Dose0.3","Avelumab","58",0.3,299.986386869504
"Avelumab_Monkey_Dose0.3","Avelumab","59",0.3,237.623868240626
"Avelumab_Monkey_Dose0.3","Avelumab","6",0.3,233.604118078325
"Avelumab_Monkey_Dose0.3","Avelumab","60",0.3,252.675841598047
"Avelumab_Monkey_Dose0.3","Avelumab","61",0.3,317.160552038378
"Avelumab_Monkey_Dose0.3","Avelumab","62",0.3,282.792386654471
"Avelumab_Monkey_Dose0.3","Avelumab","63",0.3,214.33778945421
"Avelumab_Monkey_Dose0.3","Avelumab","64",0.3,213.945843457154
"Avelumab_Monkey_Dose0.3","Avelumab","65",0.3,236.425123320329
"Avelumab_Monkey_Dose0.3","Avelumab","66",0.3,406.54571102429
"Avelumab_Monkey_Dose0.3","Avelumab","67",0.3,372.285702766403
"Avelumab_Monkey_Dose0.3","Avelumab","68",0.3,186.277649791132
"Avelumab_Monkey_Dose0.3","Avelumab","69",0.3,310.651878136504
"Avelumab_Monkey_Dose0.3","Avelumab","7",0.3,332.287170017825
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,278.500103361278
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,242.216911573218
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,284.560825905572
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,188.702079314009
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,297.698524131602
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,379.401201467732
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,340.511862362605
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,201.016753474032
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,394.64681464041
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,241.204131436383
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,327.066986376819
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,366.824109413274
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,319.580399201906
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,233.31289960088
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,231.374216995732
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,334.171657575214
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,178.721381140431
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,461.796958430495
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,209.920970323903
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,199.661984021159
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,323.739276473604
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,384.303990536477
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,309.12727480688
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,217.789676295504
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,344.55490871969
"Avelumab_Monkey_Dose0.3","Avelumab","93",0.3,302.049972581721
"Avelumab_Monkey_Dose0.3","Avelumab","94",0.3,312.072138518172
"Avelumab_Monkey_Dose0.3","Avelumab","95",0.3,412.494226285586
"Avelumab_Monkey_Dose0.3","Avelumab","96",0.3,309.63227315709
"Avelumab_Monkey_Dose0.3","Avelumab","97",0.3,367.802129640597
"Avelumab_Monkey_Dose0.3","Avelumab","98",0.3,257.391838181004
"Avelumab_Monkey_Dose0.3","Avelumab","99",0.3,216.889004606564
"Avelumab_Monkey_Dose10","Avelumab","1",10,9640.27420506162
"Avelumab_Monkey_Dose10","Avelumab","10",10,10484.2961790235
"Avelumab_Monkey_Dose10","Avelumab","100",10,14328.7402894719
"Avelumab_Monkey_Dose10","Avelumab","11",10,8867.40983202625
"Avelumab_Monkey_Dose10","Avelumab","12",10,8848.60744339219
"Avelumab_Monkey_Dose10","Avelumab","13",10,13485.7468223819
"Avelumab_Monkey_Dose10","Avelumab","14",10,9279.08040367652
"Avelumab_Monkey_Dose10","Avelumab","15",10,8512.98597608412
"Avelumab_Monkey_Dose10","Avelumab","16",10,10809.0139813817
"Avelumab_Monkey_Dose10","Avelumab","17",10,13799.5459679297
"Avelumab_Monkey_Dose10","Avelumab","18",10,14828.0106456091
"Avelumab_Monkey_Dose10","Avelumab","19",10,12136.3883538308
"Avelumab_Monkey_Dose10","Avelumab","2",10,12924.658904597
"Avelumab_Monkey_Dose10","Avelumab","20",10,7580.23335723296
"Avelumab_Monkey_Dose10","Avelumab","21",10,11630.8330169326
"Avelumab_Monkey_Dose10","Avelumab","22",10,10640.1768066781
"Avelumab_Monkey_Dose10","Avelumab","23",10,7128.52455015963
"Avelumab_Monkey_Dose10","Avelumab","24",10,12870.2471411307
"Avelumab_Monkey_Dose10","Avelumab","25",10,9601.50099134077
"Avelumab_Monkey_Dose10","Avelumab","26",10,7925.95981131225
"Avelumab_Monkey_Dose10","Avelumab","27",10,9358.20803014314
"Avelumab_Monkey_Dose10","Avelumab","28",10,15135.8193096191
"Avelumab_Monkey_Dose10","Avelumab","29",10,8478.90962588097
"Avelumab_Monkey_Dose10","Avelumab","3",10,13180.9436152938
"Avelumab_Monkey_Dose10","Avelumab","30",10,22182.4409174462
"Avelumab_Monkey_Dose10","Avelumab","31",10,8036.84558989466
"Avelumab_Monkey_Dose10","Avelumab","32",10,16061.8539016563
"Avelumab_Monkey_Dose10","Avelumab","33",10,12246.7997996048
"Avelumab_Monkey_Dose10","Avelumab","34",10,8689.50563952254
"Avelumab_Monkey_Dose10","Avelumab","35",10,12479.6954747762
"Avelumab_Monkey_Dose10","Avelumab","36",10,6557.16125543226
"Avelumab_Monkey_Dose10","Avelumab","37",10,8145.2566659063
"Avelumab_Monkey_Dose10","Avelumab","38",10,15412.6404490324
"Avelumab_Monkey_Dose10","Avelumab","39",10,10214.508598609
"Avelumab_Monkey_Dose10","Avelumab","4",10,9498.12847217867
"Avelumab_Monkey_Dose10","Avelumab","40",10,8673.77657533155
"Avelumab_Monkey_Dose10","Avelumab","41",10,9074.3458223066
"Avelumab_Monkey_Dose10","Avelumab","42",10,17002.3482465236
"Avelumab_Monkey_Dose10","Avelumab","43",10,13924.1445753495
"Avelumab_Monkey_Dose10","Avelumab","44",10,12266.2222279056
"Avelumab_Monkey_Dose10","Avelumab","45",10,13108.7659882499
"Avelumab_Monkey_Dose10","Avelumab","46",10,9598.83711731103
"Avelumab_Monkey_Dose10","Avelumab","47",10,15897.073026198
"Avelumab_Monkey_Dose10","Avelumab","48",10,11877.1942788407
"Avelumab_Monkey_Dose10","Avelumab","49",10,9645.9911008885
"Avelumab_Monkey_Dose10","Avelumab","5",10,10391.659133816
"Avelumab_Monkey_Dose10","Avelumab","50",10,11381.0507770979
"Avelumab_Monkey_Dose10","Avelumab","51",10,8486.07815282628
"Avelumab_Monkey_Dose10","Avelumab","52",10,19842.1297905064
"Avelumab_Monkey_Dose10","Avelumab","53",10,9635.84862580432
"Avelumab_Monkey_Dose10","Avelumab","54",10,9246.72280169293
"Avelumab_Monkey_Dose10","Avelumab","55",10,12201.6245526833
"Avelumab_Monkey_Dose10","Avelumab","56",10,7524.73378426685
"Avelumab_Monkey_Dose10","Avelumab","57",10,11281.4756745007
"Avelumab_Monkey_Dose10","Avelumab","58",10,11529.7886517199
"Avelumab_Monkey_Dose10","Avelumab","59",10,8198.95073985691
"Avelumab_Monkey_Dose10","Avelumab","6",10,8507.37620561818
"Avelumab_Monkey_Dose10","Avelumab","60",10,9049.04474397349
"Avelumab_Monkey_Dose10","Avelumab","61",10,12640.6391666412
"Avelumab_Monkey_Dose10","Avelumab","62",10,11245.689619803
"Avelumab_Monkey_Dose10","Avelumab","63",10,9206.1122478118
"Avelumab_Monkey_Dose10","Avelumab","64",10,9640.06670006056
"Avelumab_Monkey_Dose10","Avelumab","65",10,8364.79557928386
"Avelumab_Monkey_Dose10","Avelumab","66",10,15459.5734202787
"Avelumab_Monkey_Dose10","Avelumab","67",10,13703.3589281914
"Avelumab_Monkey_Dose10","Avelumab","68",10,7331.97932138079
"Avelumab_Monkey_Dose10","Avelumab","69",10,14431.2737151902
"Avelumab_Monkey_Dose10","Avelumab","7",10,11965.5279221308
"Avelumab_Monkey_Dose10","Avelumab","70",10,9537.39795989767
"Avelumab_Monkey_Dose10","Avelumab","71",10,8013.77986839002
"Avelumab_Monkey_Dose10","Avelumab","72",10,9476.98645361654
"Avelumab_Monkey_Dose10","Avelumab","73",10,6772.48681379353
"Avelumab_Monkey_Dose10","Avelumab","74",10,10359.4992916403
"Avelumab_Monkey_Dose10","Avelumab","75",10,16580.7787016454
"Avelumab_Monkey_Dose10","Avelumab","76",10,13078.4355394003
"Avelumab_Monkey_Dose10","Avelumab","77",10,11580.3574376178
"Avelumab_Monkey_Dose10","Avelumab","78",10,15175.7212180189
"Avelumab_Monkey_Dose10","Avelumab","79",10,8390.38077470559
"Avelumab_Monkey_Dose10","Avelumab","8",10,13873.7832214824
"Avelumab_Monkey_Dose10","Avelumab","80",10,17387.9782298011
"Avelumab_Monkey_Dose10","Avelumab","81",10,13142.9236858066
"Avelumab_Monkey_Dose10","Avelumab","82",10,8513.49922779773
"Avelumab_Monkey_Dose10","Avelumab","83",10,7727.51457668994
"Avelumab_Monkey_Dose10","Avelumab","84",10,12041.9492927513
"Avelumab_Monkey_Dose10","Avelumab","85",10,6460.779166157
"Avelumab_Monkey_Dose10","Avelumab","86",10,17899.6648079914
"Avelumab_Monkey_Dose10","Avelumab","87",10,7045.61938231781
"Avelumab_Monkey_Dose10","Avelumab","88",10,7052.08592092016
"Avelumab_Monkey_Dose10","Avelumab","89",10,11692.4144664031
"Avelumab_Monkey_Dose10","Avelumab","9",10,14639.3930088919
"Avelumab_Monkey_Dose10","Avelumab","90",10,12057.366062548
"Avelumab_Monkey_Dose10","Avelumab","91",10,8409.43541934053
"Avelumab_Monkey_Dose10","Avelumab","92",10,13842.7955475296
"Avelumab_Monkey_Dose10","Avelumab","93",10,11651.3208804145
"Avelumab_Monkey_Dose10","Avelumab","94",10,12605.5010133399
"Avelumab_Monkey_Dose10","Avelumab","95",10,15914.5084818468
"Avelumab_Monkey_Dose10","Avelumab","96",10,12044.3959988809
"Avelumab_Monkey_Dose10","Avelumab","97",10,13994.0404596228
"Avelumab_Monkey_Dose10","Avelumab","98",10,9281.06272218226
"Avelumab_Monkey_Dose10","Avelumab","99",10,9016.62147671905
"Avelumab_Monkey_Dose3","Avelumab","1",3,2849.54608242776
"Avelumab_Monkey_Dose3","Avelumab","10",3,3117.20283069407
"Avelumab_Monkey_Dose3","Avelumab","100",3,4233.6961061467
"Avelumab_Monkey_Dose3","Avelumab","11",3,2569.72625142166
"Avelumab_Monkey_Dose3","Avelumab","12",3,2624.02657287519
"Avelumab_Monkey_Dose3","Avelumab","13",3,3992.90031017678
"Avelumab_Monkey_Dose3","Avelumab","14",3,2720.69539653476
"Avelumab_Monkey_Dose3","Avelumab","15",3,2505.80152401352
"Avelumab_Monkey_Dose3","Avelumab","16",3,3206.48076291933
"Avelumab_Monkey_Dose3","Avelumab","17",3,4081.53891052881
"Avelumab_Monkey_Dose3","Avelumab","18",3,4381.71635074406
"Avelumab_Monkey_Dose3","Avelumab","19",3,3364.55140478725
"Avelumab_Monkey_Dose3","Avelumab","2",3,3818.46117187268
"Avelumab_Monkey_Dose3","Avelumab","20",3,2256.91540203779
"Avelumab_Monkey_Dose3","Avelumab","21",3,3410.88139623092
"Avelumab_Monkey_Dose3","Avelumab","22",3,3148.25897556619
"Avelumab_Monkey_Dose3","Avelumab","23",3,2103.13269643631
"Avelumab_Monkey_Dose3","Avelumab","24",3,3802.71229669833
"Avelumab_Monkey_Dose3","Avelumab","25",3,2851.6690045197
"Avelumab_Monkey_Dose3","Avelumab","26",3,2362.51717224076
"Avelumab_Monkey_Dose3","Avelumab","27",3,2768.54788709851
"Avelumab_Monkey_Dose3","Avelumab","28",3,4502.36071690058
"Avelumab_Monkey_Dose3","Avelumab","29",3,2467.44021801157
"Avelumab_Monkey_Dose3","Avelumab","3",3,3845.27290620564
"Avelumab_Monkey_Dose3","Avelumab","30",3,6554.70343084811
"Avelumab_Monkey_Dose3","Avelumab","31",3,2420.17388488824
"Avelumab_Monkey_Dose3","Avelumab","32",3,4787.92898339343
"Avelumab_Monkey_Dose3","Avelumab","33",3,3604.8100967465
"Avelumab_Monkey_Dose3","Avelumab","34",3,2589.37521337747
"Avelumab_Monkey_Dose3","Avelumab","35",3,3565.24865601183
"Avelumab_Monkey_Dose3","Avelumab","36",3,1944.38298409059
"Avelumab_Monkey_Dose3","Avelumab","37",3,2384.88895060634
"Avelumab_Monkey_Dose3","Avelumab","38",3,4556.09465865667
"Avelumab_Monkey_Dose3","Avelumab","39",3,2995.43484405351
"Avelumab_Monkey_Dose3","Avelumab","4",3,2819.88628823616
"Avelumab_Monkey_Dose3","Avelumab","40",3,2588.0304101717
"Avelumab_Monkey_Dose3","Avelumab","41",3,2612.53682316416
"Avelumab_Monkey_Dose3","Avelumab","42",3,5050.08304752073
"Avelumab_Monkey_Dose3","Avelumab","43",3,4098.07232122875
"Avelumab_Monkey_Dose3","Avelumab","44",3,3554.69768741079
"Avelumab_Monkey_Dose3","Avelumab","45",3,3814.70414233264
"Avelumab_Monkey_Dose3","Avelumab","46",3,2838.2724418085
"Avelumab_Monkey_Dose3","Avelumab","47",3,4709.72653052903
"Avelumab_Monkey_Dose3","Avelumab","48",3,3502.98808389185
"Avelumab_Monkey_Dose3","Avelumab","49",3,2873.14532282026
"Avelumab_Monkey_Dose3","Avelumab","5",3,3095.82726814585
"Avelumab_Monkey_Dose3","Avelumab","50",3,3347.69998460429
"Avelumab_Monkey_Dose3","Avelumab","51",3,2542.23807141479
"Avelumab_Monkey_Dose3","Avelumab","52",3,5769.63273325112
"Avelumab_Monkey_Dose3","Avelumab","53",3,2881.81107667116
"Avelumab_Monkey_Dose3","Avelumab","54",3,2731.67278430118
"Avelumab_Monkey_Dose3","Avelumab","55",3,3613.63337811583
"Avelumab_Monkey_Dose3","Avelumab","56",3,2235.88728200982
"Avelumab_Monkey_Dose3","Avelumab","57",3,3317.77650453903
"Avelumab_Monkey_Dose3","Avelumab","58",3,3413.90404560283
"Avelumab_Monkey_Dose3","Avelumab","59",3,2450.52056889635
"Avelumab_Monkey_Dose3","Avelumab","6",3,2504.03778359897
"Avelumab_Monkey_Dose3","Avelumab","60",3,2692.05680452153
"Avelumab_Monkey_Dose3","Avelumab","61",3,3714.90233342289
"Avelumab_Monkey_Dose3","Avelumab","62",3,3316.50355234779
"Avelumab_Monkey_Dose3","Avelumab","63",3,2680.89808777829
"Avelumab_Monkey_Dose3","Avelumab","64",3,2784.69466866079
"Avelumab_Monkey_Dose3","Avelumab","65",3,2493.79499276849
"Avelumab_Monkey_Dose3","Avelumab","66",3,4592.94786533092
"Avelumab_Monkey_Dose3","Avelumab","67",3,4077.45479158414
"Avelumab_Monkey_Dose3","Avelumab","68",3,2143.88907207407
"Avelumab_Monkey_Dose3","Avelumab","69",3,4165.27197539733
"Avelumab_Monkey_Dose3","Avelumab","7",3,3566.5831183076
"Avelumab_Monkey_Dose3","Avelumab","70",3,2854.93567397506
"Avelumab_Monkey_Dose3","Avelumab","71",3,2407.72633617579
"Avelumab_Monkey_Dose3","Avelumab","72",3,2843.6750922568
"Avelumab_Monkey_Dose3","Avelumab","73",3,2006.88425878923
"Avelumab_Monkey_Dose3","Avelumab","74",3,3093.97316867753
"Avelumab_Monkey_Dose3","Avelumab","75",3,4864.02482129975
"Avelumab_Monkey_Dose3","Avelumab","76",3,3863.7082922813
"Avelumab_Monkey_Dose3","Avelumab","77",3,3235.78691791555
"Avelumab_Monkey_Dose3","Avelumab","78",3,4499.58377165954
"Avelumab_Monkey_Dose3","Avelumab","79",3,2500.56628845709
"Avelumab_Monkey_Dose3","Avelumab","8",3,4037.26156077947
"Avelumab_Monkey_Dose3","Avelumab","80",3,5045.45504231592
"Avelumab_Monkey_Dose3","Avelumab","81",3,3870.84586107194
"Avelumab_Monkey_Dose3","Avelumab","82",3,2520.62797513913
"Avelumab_Monkey_Dose3","Avelumab","83",3,2317.73748810475
"Avelumab_Monkey_Dose3","Avelumab","84",3,3588.90119180933
"Avelumab_Monkey_Dose3","Avelumab","85",3,1917.51041444676
"Avelumab_Monkey_Dose3","Avelumab","86",3,5307.47587305806
"Avelumab_Monkey_Dose3","Avelumab","87",3,2111.8156165092
"Avelumab_Monkey_Dose3","Avelumab","88",3,2097.74295593093
"Avelumab_Monkey_Dose3","Avelumab","89",3,3480.44879239961
"Avelumab_Monkey_Dose3","Avelumab","9",3,4340.3007961432
"Avelumab_Monkey_Dose3","Avelumab","90",3,3569.07552200697
"Avelumab_Monkey_Dose3","Avelumab","91",3,2474.57740725373
"Avelumab_Monkey_Dose3","Avelumab","92",3,4084.29438053427
"Avelumab_Monkey_Dose3","Avelumab","93",3,3455.2271809987
"Avelumab_Monkey_Dose3","Avelumab","94",3,3690.08378353638
"Avelumab_Monkey_Dose3","Avelumab","95",3,4713.44564694339
"Avelumab_Monkey_Dose3","Avelumab","96",3,3543.06795710239
"Avelumab_Monkey_Dose3","Avelumab","97",3,4132.91756448849
"Avelumab_Monkey_Dose3","Avelumab","98",3,2760.9266255872
"Avelumab_Monkey_Dose3","Avelumab","99",3,2622.05696070933
"Nivolumab_Monkey_Dose0.3","Nivolumab","1",0.3,1748.72683526711
"Nivolumab_Monkey_Dose0.3","Nivolumab","10",0.3,2025.99273771402
"Nivolumab_Monkey_Dose0.3","Nivolumab","100",0.3,1322.76295743561
"Nivolumab_Monkey_Dose0.3","Nivolumab","11",0.3,1626.14363219989
"Nivolumab_Monkey_Dose0.3","Nivolumab","12",0.3,1389.6141947919
"Nivolumab_Monkey_Dose0.3","Nivolumab","13",0.3,2079.08986454374
"Nivolumab_Monkey_Dose0.3","Nivolumab","14",0.3,2437.29801951555
"Nivolumab_Monkey_Dose0.3","Nivolumab","15",0.3,1787.59645683255
"Nivolumab_Monkey_Dose0.3","Nivolumab","16",0.3,1329.67678286005
"Nivolumab_Monkey_Dose0.3","Nivolumab","17",0.3,1887.82943414089
"Nivolumab_Monkey_Dose0.3","Nivolumab","18",0.3,2730.23922311207
"Nivolumab_Monkey_Dose0.3","Nivolumab","19",0.3,1405.48935864474
"Nivolumab_Monkey_Dose0.3","Nivolumab","2",0.3,1171.88014443522
"Nivolumab_Monkey_Dose0.3","Nivolumab","20",0.3,1719.02806003389
"Nivolumab_Monkey_Dose0.3","Nivolumab","21",0.3,1733.20665356962
"Nivolumab_Monkey_Dose0.3","Nivolumab","22",0.3,1407.1641144862
"Nivolumab_Monkey_Dose0.3","Nivolumab","23",0.3,1920.0452248579
"Nivolumab_Monkey_Dose0.3","Nivolumab","24",0.3,1678.39846227191
"Nivolumab_Monkey_Dose0.3","Nivolumab","25",0.3,1345.49056425843
"Nivolumab_Monkey_Dose0.3","Nivolumab","26",0.3,2167.95578217136
"Nivolumab_Monkey_Dose0.3","Nivolumab","27",0.3,1727.87813407978
"Nivolumab_Monkey_Dose0.3","Nivolumab","28",0.3,2257.2921219113
"Nivolumab_Monkey_Dose0.3","Nivolumab","29",0.3,1987.01094724505
"Nivolumab_Monkey_Dose0.3","Nivolumab","3",0.3,2070.13498148264
"Nivolumab_Monkey_Dose0.3","Nivolumab","30",0.3,1433.6991580741
"Nivolumab_Monkey_Dose0.3","Nivolumab","31",0.3,1575.08737816858
"Nivolumab_Monkey_Dose0.3","Nivolumab","32",0.3,1465.91937875867
"Nivolumab_Monkey_Dose0.3","Nivolumab","33",0.3,2188.17841725584
"Nivolumab_Monkey_Dose0.3","Nivolumab","34",0.3,1490.60802629723
"Nivolumab_Monkey_Dose0.3","Nivolumab","35",0.3,1710.58910065169
"Nivolumab_Monkey_Dose0.3","Nivolumab","36",0.3,1927.8142110712
"Nivolumab_Monkey_Dose0.3","Nivolumab","37",0.3,1725.78608742358
"Nivolumab_Monkey_Dose0.3","Nivolumab","38",0.3,1669.62274234511
"Nivolumab_Monkey_Dose0.3","Nivolumab","39",0.3,1923.87456193572
"Nivolumab_Monkey_Dose0.3","Nivolumab","4",0.3,1446.54970768113
"Nivolumab_Monkey_Dose0.3","Nivolumab","40",0.3,1481.28649423918
"Nivolumab_Monkey_Dose0.3","Nivolumab","41",0.3,1388.28755747836
"Nivolumab_Monkey_Dose0.3","Nivolumab","42",0.3,2242.99403466182
"Nivolumab_Monkey_Dose0.3","Nivolumab","43",0.3,2208.79832894477
"Nivolumab_Monkey_Dose0.3","Nivolumab","44",0.3,1175.4423094806
"Nivolumab_Monkey_Dose0.3","Nivolumab","45",0.3,1435.13794853795
"Nivolumab_Monkey_Dose0.3","Nivolumab","46",0.3,1641.02960920077
"Nivolumab_Monkey_Dose0.3","Nivolumab","47",0.3,1914.77007642183
"Nivolumab_Monkey_Dose0.3","Nivolumab","48",0.3,1210.72618138605
"Nivolumab_Monkey_Dose0.3","Nivolumab","49",0.3,2279.05391619016
"Nivolumab_Monkey_Dose0.3","Nivolumab","5",0.3,1841.82813085109
"Nivolumab_Monkey_Dose0.3","Nivolumab","50",0.3,1983.78180548365
"Nivolumab_Monkey_Dose0.3","Nivolumab","51",0.3,1357.6385325385
"Nivolumab_Monkey_Dose0.3","Nivolumab","52",0.3,1373.18615146954
"Nivolumab_Monkey_Dose0.3","Nivolumab","53",0.3,1846.32672734784
"Nivolumab_Monkey_Dose0.3","Nivolumab","54",0.3,1475.14844108097
"Nivolumab_Monkey_Dose0.3","Nivolumab","55",0.3,1806.14663331569
"Nivolumab_Monkey_Dose0.3","Nivolumab","56",0.3,1911.02753410429
"Nivolumab_Monkey_Dose0.3","Nivolumab","57",0.3,1252.45413799688
"Nivolumab_Monkey_Dose0.3","Nivolumab","58",0.3,1769.17436728688
"Nivolumab_Monkey_Dose0.3","Nivolumab","59",0.3,1768.38857328179
"Nivolumab_Monkey_Dose0.3","Nivolumab","6",0.3,2207.8446722757
"Nivolumab_Monkey_Dose0.3","Nivolumab","60",0.3,1430.74208273905
"Nivolumab_Monkey_Dose0.3","Nivolumab","61",0.3,1539.08802890322
"Nivolumab_Monkey_Dose0.3","Nivolumab","62",0.3,1932.46583082132
"Nivolumab_Monkey_Dose0.3","Nivolumab","63",0.3,1982.07245522914
"Nivolumab_Monkey_Dose0.3","Nivolumab","64",0.3,1659.20086094445
"Nivolumab_Monkey_Dose0.3","Nivolumab","65",0.3,2046.52217093574
"Nivolumab_Monkey_Dose0.3","Nivolumab","66",0.3,2400.60564379879
"Nivolumab_Monkey_Dose0.3","Nivolumab","67",0.3,1993.467174258
"Nivolumab_Monkey_Dose0.3","Nivolumab","68",0.3,1763.05933377909
"Nivolumab_Monkey_Dose0.3","Nivolumab","69",0.3,1752.78234397856
"Nivolumab_Monkey_Dose0.3","Nivolumab","7",0.3,1017.82782694054
"Nivolumab_Monkey_Dose0.3","Nivolumab","70",0.3,1394.52761091407
"Nivolumab_Monkey_Dose0.3","Nivolumab","71",0.3,1518.1664923307
"Nivolumab_Monkey_Dose0.3","Nivolumab","72",0.3,1438.60180568267
"Nivolumab_Monkey_Dose0.3","Nivolumab","73",0.3,1587.12463195145
"Nivolumab_Monkey_Dose0.3","Nivolumab","74",0.3,1919.0575930352
"Nivolumab_Monkey_Dose0.3","Nivolumab","75",0.3,1276.1169212151
"Nivolumab_Monkey_Dose0.3","Nivolumab","76",0.3,1289.01627124922
"Nivolumab_Monkey_Dose0.3","Nivolumab","77",0.3,1574.02375657626
"Nivolumab_Monkey_Dose0.3","Nivolumab","78",0.3,1636.53889759704
"Nivolumab_Monkey_Dose0.3","Nivolumab","79",0.3,1153.35773567585
"Nivolumab_Monkey_Dose0.3","Nivolumab","8",0.3,1706.60542551536
"Nivolumab_Monkey_Dose0.3","Nivolumab","80",0.3,1690.13663716241
"Nivolumab_Monkey_Dose0.3","Nivolumab","81",0.3,1819.04945075142
"Nivolumab_Monkey_Dose0.3","Nivolumab","82",0.3,1904.1071222398
"Nivolumab_Monkey_Dose0.3","Nivolumab","83",0.3,1517.18716070492
"Nivolumab_Monkey_Dose0.3","Nivolumab","84",0.3,1610.52158689997
"Nivolumab_Monkey_Dose0.3","Nivolumab","85",0.3,1780.16317748167
"Nivolumab_Monkey_Dose0.3","Nivolumab","86",0.3,1838.22879497695
"Nivolumab_Monkey_Dose0.3","Nivolumab","87",0.3,1507.37167844398
"Nivolumab_Monkey_Dose0.3","Nivolumab","88",0.3,1918.18643982264
"Nivolumab_Monkey_Dose0.3","Nivolumab","89",0.3,1812.25150179351
"Nivolumab_Monkey_Dose0.3","Nivolumab","9",0.3,1783.46112322759
"Nivolumab_Monkey_Dose0.3","Nivolumab","90",0.3,1522.79360582493
"Nivolumab_Monkey_Dose0.3","Nivolumab","91",0.3,2001.24409392933
"Nivolumab_Monkey_Dose0.3","Nivolumab","92",0.3,1497.1622896067
"Nivolumab_Monkey_Dose0.3","Nivolumab","93",0.3,877.191721528183
"Nivolumab_Monkey_Dose0.3","Nivolumab","94",0.3,2045.41340794209
"Nivolumab_Monkey_Dose0.3","Nivolumab","95",0.3,1621.94744478735
"Nivolumab_Monkey_Dose0.3","Nivolumab","96",0.3,1818.30371185589
"Nivolumab_Monkey_Dose0.3","Nivolumab","97",0.3,1751.01763250391
"Nivolumab_Monkey_Dose0.3","Nivolumab","98",0.3,1975.52436171249
"Nivolumab_Monkey_Dose0.3","Nivolumab","99",0.3,1655.60966376346
"Nivolumab_Monkey_Dose10","Nivolumab","1",10,58395.3211972331
"Nivolumab_Monkey_Dose10","Nivolumab","10",10,67622.1945965254
"Nivolumab_Monkey_Dose10","Nivolumab","100",10,44163.1191008636
"Nivolumab_Monkey_Dose10","Nivolumab","11",10,54351.1514336061
"Nivolumab_Monkey_Dose10","Nivolumab","12",10,46436.6073994183
"Nivolumab_Monkey_Dose10","Nivolumab","13",10,69438.4078582872
"Nivolumab_Monkey_Dose10","Nivolumab","14",10,81707.6253993466
"Nivolumab_Monkey_Dose10","Nivolumab","15",10,59657.9179633381
"Nivolumab_Monkey_Dose10","Nivolumab","16",10,44398.9918833116
"Nivolumab_Monkey_Dose10","Nivolumab","17",10,63021.9028673263
"Nivolumab_Monkey_Dose10","Nivolumab","18",10,91223.1926805322
"Nivolumab_Monkey_Dose10","Nivolumab","19",10,46918.862720205
"Nivolumab_Monkey_Dose10","Nivolumab","2",10,39137.880099761
"Nivolumab_Monkey_Dose10","Nivolumab","20",10,57424.3135183255
"Nivolumab_Monkey_Dose10","Nivolumab","21",10,57892.521101476
"Nivolumab_Monkey_Dose10","Nivolumab","22",10,47072.1597663487
"Nivolumab_Monkey_Dose10","Nivolumab","23",10,64160.4364865713
"Nivolumab_Monkey_Dose10","Nivolumab","24",10,56041.6786012146
"Nivolumab_Monkey_Dose10","Nivolumab","25",10,44929.5706981123
"Nivolumab_Monkey_Dose10","Nivolumab","26",10,72441.2546059609
