"Scenario_name","Drug","IndividualId","Dose_mgkg","Sparse_AUC_ug_h_mL"
"Avelumab_Monkey_Dose0.3","Avelumab","47",0.3,418.256400958805
"Avelumab_Monkey_Dose0.3","Avelumab","48",0.3,296.413159122618
"Avelumab_Monkey_Dose0.3","Avelumab","49",0.3,281.120645282931
"Avelumab_Monkey_Dose0.3","Avelumab","5",0.3,303.245345448486
"Avelumab_Monkey_Dose0.3","Avelumab","50",0.3,293.866483064732
"Avelumab_Monkey_Dose0.3","Avelumab","51",0.3,261.997425940546
"Avelumab_Monkey_Dose0.3","Avelumab","52",0.3,404.228396865731
"Avelumab_Monkey_Dose0.3","Avelumab","53",0.3,292.52383569708
"Avelumab_Monkey_Dose0.3","Avelumab","54",0.3,252.326861472264
"Avelumab_Monkey_Dose0.3","Avelumab","55",0.3,332.130266961797
"Avelumab_Monkey_Dose0.3","Avelumab","56",0.3,215.031423011908
"Avelumab_Monkey_Dose0.3","Avelumab","57",0.3,277.847620381758
"Avelumab_Monkey_Dose0.3","Avelumab","58",0.3,304.321658443197
"Avelumab_Monkey_Dose0.3","Avelumab","59",0.3,248.148685119203
"Avelumab_Monkey_Dose0.3","Avelumab","6",0.3,231.645922036346
"Avelumab_Monkey_Dose0.3","Avelumab","60",0.3,255.451101567692
"Avelumab_Monkey_Dose0.3","Avelumab","61",0.3,325.735492194672
"Avelumab_Monkey_Dose0.3","Avelumab","62",0.3,287.265239368856
"Avelumab_Monkey_Dose0.3","Avelumab","63",0.3,213.878811051517
"Avelumab_Monkey_Dose0.3","Avelumab","64",0.3,213.546127787216
"Avelumab_Monkey_Dose0.3","Avelumab","65",0.3,246.030768804027
"Avelumab_Monkey_Dose0.3","Avelumab","66",0.3,415.307542679018
"Avelumab_Monkey_Dose0.3","Avelumab","67",0.3,385.093413051947
"Avelumab_Monkey_Dose0.3","Avelumab","68",0.3,186.010044537559
"Avelumab_Monkey_Dose0.3","Avelumab","69",0.3,308.758677558989
"Avelumab_Monkey_Dose0.3","Avelumab","7",0.3,346.381054457743
"Avelumab_Monkey_Dose0.3","Avelumab","70",0.3,289.50873286928
"Avelumab_Monkey_Dose0.3","Avelumab","71",0.3,249.486840800744
"Avelumab_Monkey_Dose0.3","Avelumab","72",0.3,291.139272502205
"Avelumab_Monkey_Dose0.3","Avelumab","73",0.3,191.055561945223
"Avelumab_Monkey_Dose0.3","Avelumab","74",0.3,308.119807589689
"Avelumab_Monkey_Dose0.3","Avelumab","75",0.3,380.718605444248
"Avelumab_Monkey_Dose0.3","Avelumab","76",0.3,348.751250353616
"Avelumab_Monkey_Dose0.3","Avelumab","77",0.3,197.052652277234
"Avelumab_Monkey_Dose0.3","Avelumab","78",0.3,401.467595685352
"Avelumab_Monkey_Dose0.3","Avelumab","79",0.3,247.597119268606
"Avelumab_Monkey_Dose0.3","Avelumab","8",0.3,332.582495761831
"Avelumab_Monkey_Dose0.3","Avelumab","80",0.3,371.40091814275
"Avelumab_Monkey_Dose0.3","Avelumab","81",0.3,325.443929189326
"Avelumab_Monkey_Dose0.3","Avelumab","82",0.3,235.726124159752
"Avelumab_Monkey_Dose0.3","Avelumab","83",0.3,234.565141623265
"Avelumab_Monkey_Dose0.3","Avelumab","84",0.3,340.736564057511
"Avelumab_Monkey_Dose0.3","Avelumab","85",0.3,182.740433326111
"Avelumab_Monkey_Dose0.3","Avelumab","86",0.3,470.408670443326
"Avelumab_Monkey_Dose0.3","Avelumab","87",0.3,217.599429072345
"Avelumab_Monkey_Dose0.3","Avelumab","88",0.3,204.506180529215
"Avelumab_Monkey_Dose0.3","Avelumab","89",0.3,337.284483402194
"Avelumab_Monkey_Dose0.3","Avelumab","9",0.3,397.567396690161
"Avelumab_Monkey_Dose0.3","Avelumab","90",0.3,314.200595615092
"Avelumab_Monkey_Dose0.3","Avelumab","91",0.3,222.005143793288
"Avelumab_Monkey_Dose0.3","Avelumab","92",0.3,360.566481713321
"Avelumab_Monkey_Dose0.3","Avelumab","93",0.3,306.431974981936
"Avelumab_Monkey_Dose0.3","Avelumab","94",0.3,309.809308363909
"Avelumab_Monkey_Dose0.3","Avelumab","95",0.3,414.861651600111
"Avelumab_Monkey_Dose0.3","Avelumab","96",0.3,315.546448970882
"Avelumab_Monkey_Dose0.3","Avelumab","97",0.3,367.651494582689
"Avelumab_Monkey_Dose0.3","Avelumab","98",0.3,263.004637796706
"Avelumab_Monkey_Dose0.3","Avelumab","99",0.3,218.948365989095
"Avelumab_Monkey_Dose10","Avelumab","1",10,9920.04115577794
"Avelumab_Monkey_Dose10","Avelumab","10",10,10856.8764617464
"Avelumab_Monkey_Dose10","Avelumab","100",10,14568.9534007121
"Avelumab_Monkey_Dose10","Avelumab","11",10,8951.95758082621
"Avelumab_Monkey_Dose10","Avelumab","12",10,8954.02014802828
"Avelumab_Monkey_Dose10","Avelumab","13",10,13945.1098545319
"Avelumab_Monkey_Dose10","Avelumab","14",10,9416.95967807394
"Avelumab_Monkey_Dose10","Avelumab","15",10,8734.70671547429
"Avelumab_Monkey_Dose10","Avelumab","16",10,11112.6927025289
"Avelumab_Monkey_Dose10","Avelumab","17",10,13993.1774636108
"Avelumab_Monkey_Dose10","Avelumab","18",10,15052.4986915663
"Avelumab_Monkey_Dose10","Avelumab","19",10,12222.1879550217
"Avelumab_Monkey_Dose10","Avelumab","2",10,13308.4113375352
"Avelumab_Monkey_Dose10","Avelumab","20",10,7923.01578627938
"Avelumab_Monkey_Dose10","Avelumab","21",10,11807.5512472498
"Avelumab_Monkey_Dose10","Avelumab","22",10,11004.4575251698
"Avelumab_Monkey_Dose10","Avelumab","23",10,7369.20326726619
"Avelumab_Monkey_Dose10","Avelumab","24",10,13165.503019049
"Avelumab_Monkey_Dose10","Avelumab","25",10,9848.59800667273
"Avelumab_Monkey_Dose10","Avelumab","26",10,8097.16842311102
"Avelumab_Monkey_Dose10","Avelumab","27",10,9647.2871691907
"Avelumab_Monkey_Dose10","Avelumab","28",10,15613.5276294291
"Avelumab_Monkey_Dose10","Avelumab","29",10,8605.04785652821
"Avelumab_Monkey_Dose10","Avelumab","3",10,13461.2220552203
"Avelumab_Monkey_Dose10","Avelumab","30",10,22703.6427074528
"Avelumab_Monkey_Dose10","Avelumab","31",10,8344.90029949577
"Avelumab_Monkey_Dose10","Avelumab","32",10,16311.6737728942
"Avelumab_Monkey_Dose10","Avelumab","33",10,12431.75042911
"Avelumab_Monkey_Dose10","Avelumab","34",10,8872.36873232796
"Avelumab_Monkey_Dose10","Avelumab","35",10,12715.6164615234
"Avelumab_Monkey_Dose10","Avelumab","36",10,6707.4946282051
"Avelumab_Monkey_Dose10","Avelumab","37",10,8411.86051737317
"Avelumab_Monkey_Dose10","Avelumab","38",10,15649.1934084873
"Avelumab_Monkey_Dose10","Avelumab","39",10,10403.164271828
"Avelumab_Monkey_Dose10","Avelumab","4",10,9727.47327344313
"Avelumab_Monkey_Dose10","Avelumab","40",10,8944.04129117008
"Avelumab_Monkey_Dose10","Avelumab","41",10,9183.90753240984
"Avelumab_Monkey_Dose10","Avelumab","42",10,17460.7551198956
"Avelumab_Monkey_Dose10","Avelumab","43",10,14291.3310485875
"Avelumab_Monkey_Dose10","Avelumab","44",10,12439.1083673027
"Avelumab_Monkey_Dose10","Avelumab","45",10,13188.9724690972
"Avelumab_Monkey_Dose10","Avelumab","46",10,9683.24052338072
"Avelumab_Monkey_Dose10","Avelumab","47",10,16115.7066762586
"Avelumab_Monkey_Dose10","Avelumab","48",10,12020.1795240936
"Avelumab_Monkey_Dose10","Avelumab","49",10,9964.05320294124
"Avelumab_Monkey_Dose10","Avelumab","5",10,10904.8297770277
"Avelumab_Monkey_Dose10","Avelumab","50",10,11718.191316503
"Avelumab_Monkey_Dose10","Avelumab","51",10,8875.58699447953
"Avelumab_Monkey_Dose10","Avelumab","52",10,20159.8876532989
"Avelumab_Monkey_Dose10","Avelumab","53",10,10096.0127730677
"Avelumab_Monkey_Dose10","Avelumab","54",10,9446.63052354704
"Avelumab_Monkey_Dose10","Avelumab","55",10,12647.3987233974
"Avelumab_Monkey_Dose10","Avelumab","56",10,7779.72036218577
"Avelumab_Monkey_Dose10","Avelumab","57",10,11533.9300094873
"Avelumab_Monkey_Dose10","Avelumab","58",10,11770.526051448
"Avelumab_Monkey_Dose10","Avelumab","59",10,8569.02670721539
"Avelumab_Monkey_Dose10","Avelumab","6",10,8617.15849793956
"Avelumab_Monkey_Dose10","Avelumab","60",10,9215.57532385174
"Avelumab_Monkey_Dose10","Avelumab","61",10,13075.5141718139
"Avelumab_Monkey_Dose10","Avelumab","62",10,11516.6947419184
"Avelumab_Monkey_Dose10","Avelumab","63",10,9326.9841183048
"Avelumab_Monkey_Dose10","Avelumab","64",10,9767.33675229075
"Avelumab_Monkey_Dose10","Avelumab","65",10,8730.72633142591
"Avelumab_Monkey_Dose10","Avelumab","66",10,15826.2410378368
"Avelumab_Monkey_Dose10","Avelumab","67",10,14189.7359867447
"Avelumab_Monkey_Dose10","Avelumab","68",10,7440.93048937738
"Avelumab_Monkey_Dose10","Avelumab","69",10,14621.8780393076
"Avelumab_Monkey_Dose10","Avelumab","7",10,12477.9268368633
"Avelumab_Monkey_Dose10","Avelumab","70",10,9924.36206846249
"Avelumab_Monkey_Dose10","Avelumab","71",10,8239.5008554493
"Avelumab_Monkey_Dose10","Avelumab","72",10,9690.24321466328
"Avelumab_Monkey_Dose10","Avelumab","73",10,6952.63267036964
"Avelumab_Monkey_Dose10","Avelumab","74",10,10746.4617251056
"Avelumab_Monkey_Dose10","Avelumab","75",10,16756.2997458642
"Avelumab_Monkey_Dose10","Avelumab","76",10,13484.424160454
"Avelumab_Monkey_Dose10","Avelumab","77",10,11676.3689663102
"Avelumab_Monkey_Dose10","Avelumab","78",10,15526.5277051678
"Avelumab_Monkey_Dose10","Avelumab","79",10,8664.69078408049
"Avelumab_Monkey_Dose10","Avelumab","8",10,14261.0634449173
"Avelumab_Monkey_Dose10","Avelumab","80",10,17717.7345887502
"Avelumab_Monkey_Dose10","Avelumab","81",10,13446.4844005042
"Avelumab_Monkey_Dose10","Avelumab","82",10,8743.43601011999
"Avelumab_Monkey_Dose10","Avelumab","83",10,7834.92843289174
"Avelumab_Monkey_Dose10","Avelumab","84",10,12322.2571851805
"Avelumab_Monkey_Dose10","Avelumab","85",10,6684.4080450775
"Avelumab_Monkey_Dose10","Avelumab","86",10,18298.4913121071
"Avelumab_Monkey_Dose10","Avelumab","87",10,7306.70068627689
"Avelumab_Monkey_Dose10","Avelumab","88",10,7305.86725296316
"Avelumab_Monkey_Dose10","Avelumab","89",10,12192.7231164806
"Avelumab_Monkey_Dose10","Avelumab","9",10,15162.8141552373
"Avelumab_Monkey_Dose10","Avelumab","90",10,12306.3790102931
"Avelumab_Monkey_Dose10","Avelumab","91",10,8633.10892479916
"Avelumab_Monkey_Dose10","Avelumab","92",10,14484.3696368731
"Avelumab_Monkey_Dose10","Avelumab","93",10,11868.8106509138
"Avelumab_Monkey_Dose10","Avelumab","94",10,12773.0333141592
"Avelumab_Monkey_Dose10","Avelumab","95",10,16116.5566639101
"Avelumab_Monkey_Dose10","Avelumab","96",10,12373.5274317018
"Avelumab_Monkey_Dose10","Avelumab","97",10,14145.3004157376
"Avelumab_Monkey_Dose10","Avelumab","98",10,9564.49741621861
"Avelumab_Monkey_Dose10","Avelumab","99",10,9279.87990552766
"Avelumab_Monkey_Dose3","Avelumab","1",3,2930.41393761775
"Avelumab_Monkey_Dose3","Avelumab","10",3,3226.44449343893
"Avelumab_Monkey_Dose3","Avelumab","100",3,4302.52442996626
"Avelumab_Monkey_Dose3","Avelumab","11",3,2589.44050478968
"Avelumab_Monkey_Dose3","Avelumab","12",3,2651.23050189204
"Avelumab_Monkey_Dose3","Avelumab","13",3,4127.79196658512
"Avelumab_Monkey_Dose3","Avelumab","14",3,2757.83763122711
"Avelumab_Monkey_Dose3","Avelumab","15",3,2568.67711805306
"Avelumab_Monkey_Dose3","Avelumab","16",3,3294.96398382278
"Avelumab_Monkey_Dose3","Avelumab","17",3,4136.41596160432
"Avelumab_Monkey_Dose3","Avelumab","18",3,4445.86733198851
"Avelumab_Monkey_Dose3","Avelumab","19",3,3375.4951826035
"Avelumab_Monkey_Dose3","Avelumab","2",3,3930.5393097318
"Avelumab_Monkey_Dose3","Avelumab","20",3,2358.45080882281
"Avelumab_Monkey_Dose3","Avelumab","21",3,3460.29179166814
"Avelumab_Monkey_Dose3","Avelumab","22",3,3254.29085506399
"Avelumab_Monkey_Dose3","Avelumab","23",3,2172.60143576723
"Avelumab_Monkey_Dose3","Avelumab","24",3,3887.48704473471
"Avelumab_Monkey_Dose3","Avelumab","25",3,2922.15792281421
"Avelumab_Monkey_Dose3","Avelumab","26",3,2412.7258344317
"Avelumab_Monkey_Dose3","Avelumab","27",3,2851.88274237308
"Avelumab_Monkey_Dose3","Avelumab","28",3,4643.82959381388
"Avelumab_Monkey_Dose3","Avelumab","29",3,2500.28114204678
"Avelumab_Monkey_Dose3","Avelumab","3",3,3924.21139926382
"Avelumab_Monkey_Dose3","Avelumab","30",3,6706.39695633244
"Avelumab_Monkey_Dose3","Avelumab","31",3,2513.3875974704
"Avelumab_Monkey_Dose3","Avelumab","32",3,4860.98428927688
"Avelumab_Monkey_Dose3","Avelumab","33",3,3655.7935095672
"Avelumab_Monkey_Dose3","Avelumab","34",3,2642.52135924694
"Avelumab_Monkey_Dose3","Avelumab","35",3,3626.87017325808
"Avelumab_Monkey_Dose3","Avelumab","36",3,1987.72255996319
"Avelumab_Monkey_Dose3","Avelumab","37",3,2460.63117928776
"Avelumab_Monkey_Dose3","Avelumab","38",3,4623.6154815626
"Avelumab_Monkey_Dose3","Avelumab","39",3,3044.59287708432
"Avelumab_Monkey_Dose3","Avelumab","4",3,2886.16170595766
"Avelumab_Monkey_Dose3","Avelumab","40",3,2667.908915497
"Avelumab_Monkey_Dose3","Avelumab","41",3,2637.77050758261
"Avelumab_Monkey_Dose3","Avelumab","42",3,5184.59629818246
"Avelumab_Monkey_Dose3","Avelumab","43",3,4204.00950989185
"Avelumab_Monkey_Dose3","Avelumab","44",3,3599.7256894238
"Avelumab_Monkey_Dose3","Avelumab","45",3,3833.36877258646
"Avelumab_Monkey_Dose3","Avelumab","46",3,2859.96132387072
"Avelumab_Monkey_Dose3","Avelumab","47",3,4772.4662367479
"Avelumab_Monkey_Dose3","Avelumab","48",3,3543.30468673044
"Avelumab_Monkey_Dose3","Avelumab","49",3,2966.93520821979
"Avelumab_Monkey_Dose3","Avelumab","5",3,3248.60093356321
"Avelumab_Monkey_Dose3","Avelumab","50",3,3444.47225597839
"Avelumab_Monkey_Dose3","Avelumab","51",3,2658.86627428349
"Avelumab_Monkey_Dose3","Avelumab","52",3,5859.56255310209
"Avelumab_Monkey_Dose3","Avelumab","53",3,3018.97679671004
"Avelumab_Monkey_Dose3","Avelumab","54",3,2787.21314413867
"Avelumab_Monkey_Dose3","Avelumab","55",3,3744.24307296495
"Avelumab_Monkey_Dose3","Avelumab","56",3,2310.11001100491
"Avelumab_Monkey_Dose3","Avelumab","57",3,3390.02989231734
"Avelumab_Monkey_Dose3","Avelumab","58",3,3483.3408194351
"Avelumab_Monkey_Dose3","Avelumab","59",3,2560.94666111731
"Avelumab_Monkey_Dose3","Avelumab","6",3,2531.06760227089
"Avelumab_Monkey_Dose3","Avelumab","60",3,2740.13644034711
"Avelumab_Monkey_Dose3","Avelumab","61",3,3840.37421445
"Avelumab_Monkey_Dose3","Avelumab","62",3,3394.52433366212
"Avelumab_Monkey_Dose3","Avelumab","63",3,2712.35775560172
"Avelumab_Monkey_Dose3","Avelumab","64",3,2816.09289265338
"Avelumab_Monkey_Dose3","Avelumab","65",3,2602.35774978831
"Avelumab_Monkey_Dose3","Avelumab","66",3,4701.14190284418
"Avelumab_Monkey_Dose3","Avelumab","67",3,4221.37306179243
"Avelumab_Monkey_Dose3","Avelumab","68",3,2172.70091893732
"Avelumab_Monkey_Dose3","Avelumab","69",3,4216.24221645263
"Avelumab_Monkey_Dose3","Avelumab","7",3,3718.99331034209
"Avelumab_Monkey_Dose3","Avelumab","70",3,2970.52890849502
"Avelumab_Monkey_Dose3","Avelumab","71",3,2475.93868746382
"Avelumab_Monkey_Dose3","Avelumab","72",3,2907.81419974173
"Avelumab_Monkey_Dose3","Avelumab","73",3,2058.09729549008
"Avelumab_Monkey_Dose3","Avelumab","74",3,3208.96483377114
"Avelumab_Monkey_Dose3","Avelumab","75",3,4912.42457170193
"Avelumab_Monkey_Dose3","Avelumab","76",3,3982.06010067974
"Avelumab_Monkey_Dose3","Avelumab","77",3,3248.33386103679
"Avelumab_Monkey_Dose3","Avelumab","78",3,4602.03590219728
"Avelumab_Monkey_Dose3","Avelumab","79",3,2581.07282894679
"Avelumab_Monkey_Dose3","Avelumab","8",3,4146.30439858934
"Avelumab_Monkey_Dose3","Avelumab","80",3,5135.25157486541
"Avelumab_Monkey_Dose3","Avelumab","81",3,3958.01769164307
"Avelumab_Monkey_Dose3","Avelumab","82",3,2586.13973824018
"Avelumab_Monkey_Dose3","Avelumab","83",3,2349.94802964168
"Avelumab_Monkey_Dose3","Avelumab","84",3,3671.46005038578
"Avelumab_Monkey_Dose3","Avelumab","85",3,1982.34829824952
"Avelumab_Monkey_Dose3","Avelumab","86",3,5424.21902861461
"Avelumab_Monkey_Dose3","Avelumab","87",3,2189.98944737453
"Avelumab_Monkey_Dose3","Avelumab","88",3,2171.52131135784
"Avelumab_Monkey_Dose3","Avelumab","89",3,3627.69268660045
"Avelumab_Monkey_Dose3","Avelumab","9",3,4494.65661771595
"Avelumab_Monkey_Dose3","Avelumab","90",3,3641.32208890684
"Avelumab_Monkey_Dose3","Avelumab","91",3,2538.18841973687
"Avelumab_Monkey_Dose3","Avelumab","92",3,4273.31159656761
"Avelumab_Monkey_Dose3","Avelumab","93",3,3518.56062699031
"Avelumab_Monkey_Dose3","Avelumab","94",3,3734.73308081107
"Avelumab_Monkey_Dose3","Avelumab","95",3,4771.30566799216
"Avelumab_Monkey_Dose3","Avelumab","96",3,3636.85169388414
"Avelumab_Monkey_Dose3","Avelumab","97",3,4174.40344864408
"Avelumab_Monkey_Dose3","Avelumab","98",3,2843.69072064591
"Avelumab_Monkey_Dose3","Avelumab","99",3,2694.4393022799
"Nivolumab_Monkey_Dose0.3","Nivolumab","1",0.3,1762.73631430326
"Nivolumab_Monkey_Dose0.3","Nivolumab","10",0.3,2044.69516168061
"Nivolumab_Monkey_Dose0.3","Nivolumab","100",0.3,1343.06367984217
"Nivolumab_Monkey_Dose0.3","Nivolumab","11",0.3,1642.11853532212
"Nivolumab_Monkey_Dose0.3","Nivolumab","12",0.3,1400.40730917418
"Nivolumab_Monkey_Dose0.3","Nivolumab","13",0.3,2094.626586205
"Nivolumab_Monkey_Dose0.3","Nivolumab","14",0.3,2448.9637357846
"Nivolumab_Monkey_Dose0.3","Nivolumab","15",0.3,1804.66199080041
"Nivolumab_Monkey_Dose0.3","Nivolumab","16",0.3,1337.61128740426
"Nivolumab_Monkey_Dose0.3","Nivolumab","17",0.3,1906.39389787967
"Nivolumab_Monkey_Dose0.3","Nivolumab","18",0.3,2744.09145669954
"Nivolumab_Monkey_Dose0.3","Nivolumab","19",0.3,1420.93969576318
"Nivolumab_Monkey_Dose0.3","Nivolumab","2",0.3,1187.38670588122
"Nivolumab_Monkey_Dose0.3","Nivolumab","20",0.3,1745.724445108
"Nivolumab_Monkey_Dose0.3","Nivolumab","21",0.3,1750.68516565779
"Nivolumab_Monkey_Dose0.3","Nivolumab","22",0.3,1424.65139936485
"Nivolumab_Monkey_Dose0.3","Nivolumab","23",0.3,1929.29113994406
"Nivolumab_Monkey_Dose0.3","Nivolumab","24",0.3,1688.9023779112
"Nivolumab_Monkey_Dose0.3","Nivolumab","25",0.3,1357.86892041796
"Nivolumab_Monkey_Dose0.3","Nivolumab","26",0.3,2188.33788282373
"Nivolumab_Monkey_Dose0.3","Nivolumab","27",0.3,1758.08912517915
"Nivolumab_Monkey_Dose0.3","Nivolumab","28",0.3,2281.91022125804
"Nivolumab_Monkey_Dose0.3","Nivolumab","29",0.3,1995.53168723748
"Nivolumab_Monkey_Dose0.3","Nivolumab","3",0.3,2078.418508323
"Nivolumab_Monkey_Dose0.3","Nivolumab","30",0.3,1441.99202992082
"Nivolumab_Monkey_Dose0.3","Nivolumab","31",0.3,1592.17787231924
"Nivolumab_Monkey_Dose0.3","Nivolumab","32",0.3,1475.36723222983
"Nivolumab_Monkey_Dose0.3","Nivolumab","33",0.3,2202.89315624012
"Nivolumab_Monkey_Dose0.3","Nivolumab","34",0.3,1505.5341779335
"Nivolumab_Monkey_Dose0.3","Nivolumab","35",0.3,1725.98804313549
"Nivolumab_Monkey_Dose0.3","Nivolumab","36",0.3,1953.50504946583
"Nivolumab_Monkey_Dose0.3","Nivolumab","37",0.3,1746.68883892088
"Nivolumab_Monkey_Dose0.3","Nivolumab","38",0.3,1680.65317505334
"Nivolumab_Monkey_Dose0.3","Nivolumab","39",0.3,1935.45037868938
"Nivolumab_Monkey_Dose0.3","Nivolumab","4",0.3,1456.63812055969
"Nivolumab_Monkey_Dose0.3","Nivolumab","40",0.3,1493.91255491259
"Nivolumab_Monkey_Dose0.3","Nivolumab","41",0.3,1400.93464002669
"Nivolumab_Monkey_Dose0.3","Nivolumab","42",0.3,2265.28322952059
"Nivolumab_Monkey_Dose0.3","Nivolumab","43",0.3,2223.72143377691
"Nivolumab_Monkey_Dose0.3","Nivolumab","44",0.3,1180.38315320392
"Nivolumab_Monkey_Dose0.3","Nivolumab","45",0.3,1444.87494915826
"Nivolumab_Monkey_Dose0.3","Nivolumab","46",0.3,1658.59316049915
"Nivolumab_Monkey_Dose0.3","Nivolumab","47",0.3,1919.51719592012
"Nivolumab_Monkey_Dose0.3","Nivolumab","48",0.3,1225.51658642341
"Nivolumab_Monkey_Dose0.3","Nivolumab","49",0.3,2298.8210580329
"Nivolumab_Monkey_Dose0.3","Nivolumab","5",0.3,1869.14039565728
"Nivolumab_Monkey_Dose0.3","Nivolumab","50",0.3,1994.15702817855
"Nivolumab_Monkey_Dose0.3","Nivolumab","51",0.3,1378.97773793046
"Nivolumab_Monkey_Dose0.3","Nivolumab","52",0.3,1387.4189336608
"Nivolumab_Monkey_Dose0.3","Nivolumab","53",0.3,1860.38823056512
"Nivolumab_Monkey_Dose0.3","Nivolumab","54",0.3,1486.77602869314
"Nivolumab_Monkey_Dose0.3","Nivolumab","55",0.3,1821.52484088166
"Nivolumab_Monkey_Dose0.3","Nivolumab","56",0.3,1925.01206366815
"Nivolumab_Monkey_Dose0.3","Nivolumab","57",0.3,1264.33367152997
"Nivolumab_Monkey_Dose0.3","Nivolumab","58",0.3,1786.47350934413
"Nivolumab_Monkey_Dose0.3","Nivolumab","59",0.3,1778.21102229317
"Nivolumab_Monkey_Dose0.3","Nivolumab","6",0.3,2227.61704041185
"Nivolumab_Monkey_Dose0.3","Nivolumab","60",0.3,1440.96100714957
"Nivolumab_Monkey_Dose0.3","Nivolumab","61",0.3,1552.93736335103
"Nivolumab_Monkey_Dose0.3","Nivolumab","62",0.3,1949.15646558575
"Nivolumab_Monkey_Dose0.3","Nivolumab","63",0.3,1998.50195256456
"Nivolumab_Monkey_Dose0.3","Nivolumab","64",0.3,1679.71927620609
"Nivolumab_Monkey_Dose0.3","Nivolumab","65",0.3,2059.57188118972
"Nivolumab_Monkey_Dose0.3","Nivolumab","66",0.3,2421.31918702269
"Nivolumab_Monkey_Dose0.3","Nivolumab","67",0.3,2005.59125994159
"Nivolumab_Monkey_Dose0.3","Nivolumab","68",0.3,1795.36825271967
"Nivolumab_Monkey_Dose0.3","Nivolumab","69",0.3,1760.98581763904
"Nivolumab_Monkey_Dose0.3","Nivolumab","7",0.3,1036.64176924514
"Nivolumab_Monkey_Dose0.3","Nivolumab","70",0.3,1415.70542707533
"Nivolumab_Monkey_Dose0.3","Nivolumab","71",0.3,1529.76363938256
"Nivolumab_Monkey_Dose0.3","Nivolumab","72",0.3,1469.33223964468
"Nivolumab_Monkey_Dose0.3","Nivolumab","73",0.3,1604.6871315945
"Nivolumab_Monkey_Dose0.3","Nivolumab","74",0.3,1933.80505274718
"Nivolumab_Monkey_Dose0.3","Nivolumab","75",0.3,1292.01578109164
"Nivolumab_Monkey_Dose0.3","Nivolumab","76",0.3,1300.91164759655
"Nivolumab_Monkey_Dose0.3","Nivolumab","77",0.3,1585.21913286611
"Nivolumab_Monkey_Dose0.3","Nivolumab","78",0.3,1651.67918872937
"Nivolumab_Monkey_Dose0.3","Nivolumab","79",0.3,1164.21712356753
"Nivolumab_Monkey_Dose0.3","Nivolumab","8",0.3,1725.75667705668
"Nivolumab_Monkey_Dose0.3","Nivolumab","80",0.3,1706.86303085902
"Nivolumab_Monkey_Dose0.3","Nivolumab","81",0.3,1833.80278117252
"Nivolumab_Monkey_Dose0.3","Nivolumab","82",0.3,1925.39595008535
"Nivolumab_Monkey_Dose0.3","Nivolumab","83",0.3,1528.18299144117
"Nivolumab_Monkey_Dose0.3","Nivolumab","84",0.3,1630.52833568072
"Nivolumab_Monkey_Dose0.3","Nivolumab","85",0.3,1796.50470841801
"Nivolumab_Monkey_Dose0.3","Nivolumab","86",0.3,1862.77844063141
"Nivolumab_Monkey_Dose0.3","Nivolumab","87",0.3,1519.79082728585
"Nivolumab_Monkey_Dose0.3","Nivolumab","88",0.3,1936.40150163617
"Nivolumab_Monkey_Dose0.3","Nivolumab","89",0.3,1827.08074401165
"Nivolumab_Monkey_Dose0.3","Nivolumab","9",0.3,1803.20655680037
"Nivolumab_Monkey_Dose0.3","Nivolumab","90",0.3,1534.30481151415
"Nivolumab_Monkey_Dose0.3","Nivolumab","91",0.3,2024.96534413918
"Nivolumab_Monkey_Dose0.3","Nivolumab","92",0.3,1506.02902808129
"Nivolumab_Monkey_Dose0.3","Nivolumab","93",0.3,886.64687854219
"Nivolumab_Monkey_Dose0.3","Nivolumab","94",0.3,2071.70492708021
"Nivolumab_Monkey_Dose0.3","Nivolumab","95",0.3,1636.94345134223
"Nivolumab_Monkey_Dose0.3","Nivolumab","96",0.3,1831.16779377929
"Nivolumab_Monkey_Dose0.3","Nivolumab","97",0.3,1768.96174371485
"Nivolumab_Monkey_Dose0.3","Nivolumab","98",0.3,1995.38213619929
"Nivolumab_Monkey_Dose0.3","Nivolumab","99",0.3,1667.29667202566
"Nivolumab_Monkey_Dose10","Nivolumab","1",10,58865.5736508922
"Nivolumab_Monkey_Dose10","Nivolumab","10",10,68248.1856364232
"Nivolumab_Monkey_Dose10","Nivolumab","100",10,44841.359403086
"Nivolumab_Monkey_Dose10","Nivolumab","11",10,54887.4541360668
"Nivolumab_Monkey_Dose10","Nivolumab","12",10,46799.9295741703
"Nivolumab_Monkey_Dose10","Nivolumab","13",10,69959.5977335188
"Nivolumab_Monkey_Dose10","Nivolumab","14",10,82101.5919514304
"Nivolumab_Monkey_Dose10","Nivolumab","15",10,60228.9562393907
"Nivolumab_Monkey_Dose10","Nivolumab","16",10,44666.3717508605
"Nivolumab_Monkey_Dose10","Nivolumab","17",10,63643.061007231
"Nivolumab_Monkey_Dose10","Nivolumab","18",10,91688.4993926249
"Nivolumab_Monkey_Dose10","Nivolumab","19",10,47436.000466239
"Nivolumab_Monkey_Dose10","Nivolumab","2",10,39656.471681204
"Nivolumab_Monkey_Dose10","Nivolumab","20",10,58316.9368801485
"Nivolumab_Monkey_Dose10","Nivolumab","21",10,58479.8858649109
"Nivolumab_Monkey_Dose10","Nivolumab","22",10,47661.1291532367
"Nivolumab_Monkey_Dose10","Nivolumab","23",10,64470.9121254882
"Nivolumab_Monkey_Dose10","Nivolumab","24",10,56394.0968679688
