"Molecule","CL_RSE_pct","Vc_RSE_pct","Q_RSE_pct","Vp_RSE_pct","Max_Structural_RSE_pct","All_Structural_RSE_lt_40"
"Adalimumab",22.1229266184504,15.1307052015248,53.6922815109423,42.9458316481325,53.6922815109423,"No"
"Atezolizumab",7.77193074470147,9.46525122540771,39.9107323123782,19.1655480921957,39.9107323123782,"Yes"
"Avelumab",1.84950260212174,6.17898259152401,21.7830152193055,8.64036355605634,21.7830152193055,"Yes"
"Bevacizumab",14.7425676356929,7.84234919637261,56.4751974948798,29.9116456113064,56.4751974948798,"No"
"Golimumab",5.9124461625798,3.16098051231551,24.3987734111181,9.80985623881408,24.3987734111181,"Yes"
"Nivolumab",5.43175575870497,9.641367636489,87.1186992292885,38.0311602321149,87.1186992292885,"No"
"Pembrolizumab",18.6204544784896,23.8243528027697,23.4662027971541,22.4639523445965,23.8243528027697,"Yes"
"Tocilizumab",7.78382758199063,6.92160803675003,75.1468120481692,30.4983951141581,75.1468120481692,"No"
