"Scenario","Molecule","Species","Dose","Parameter","VariationFactor","ParameterValue","ParameterUnit","Pred_CL_L_day"
"Pembrolizumab_Human_10_mpk","Pembrolizumab","Human",10,"Target reference concentration",0.1,7.138e-06,"µmol/l",0.0379778004320807
"Pembrolizumab_Human_10_mpk","Pembrolizumab","Human",10,"Target reference concentration",10,0.0007138,"µmol/l",0.0379778004320807
"Pembrolizumab_Human_10_mpk","Pembrolizumab","Human",10,"kdeg",0.1,4.5e-05,"1/min",0.0379778004320807
"Pembrolizumab_Human_10_mpk","Pembrolizumab","Human",10,"kdeg",10,0.0045,"1/min",0.0379778004320807
"Pembrolizumab_Human_10_mpk","Pembrolizumab","Human",10,"kint",0.1,4.5e-05,"1/min",0.0379778004320807
"Pembrolizumab_Human_10_mpk","Pembrolizumab","Human",10,"kint",10,0.0045,"1/min",0.0379778004320807
