"Scenario","Molecule","Species","Dose","Parameter","VariationFactor","ParameterValue","ParameterUnit","Pred_CL_L_day"
"Atezolizumab_Human_20_mpk","Atezolizumab","Human",20,"Target reference concentration",0.1,6.09e-05,"µmol/l",0.156840197315956
"Atezolizumab_Human_20_mpk","Atezolizumab","Human",20,"Target reference concentration",10,0.00609,"µmol/l",0.157800789960406
"Atezolizumab_Human_20_mpk","Atezolizumab","Human",20,"kdeg",0.1,7.1e-05,"1/min",0.156841273321241
"Atezolizumab_Human_20_mpk","Atezolizumab","Human",20,"kdeg",10,0.0071,"1/min",0.157503660693856
"Atezolizumab_Human_20_mpk","Atezolizumab","Human",20,"kint",0.1,0.00101,"1/min",0.156910562036585
"Atezolizumab_Human_20_mpk","Atezolizumab","Human",20,"kint",10,0.101,"1/min",0.156929297918412
