"Species","Target","Molecule","Dose (mg/kg)","Parameter varied","Variation (fold)","Varied parameter value","Parameter unit","Reference terminal CL (L/day)","Varied terminal CL (L/day)","Delta terminal CL (%)","Normalized sensitivity coefficient","Normalized sensitivity index (no sensitivity = 1)"
"Human","TNFA","Golimumab",1,"kint",10,0.144333333333333,"1/min",0.224626673551838,0.224644253060876,0.0078261004179625,3.39869923526894e-05,1.00003398699235
"Human","TNFA","Golimumab",3,"Target reference concentration",0.1,1e-07,"µmol/l",0.225011430761177,0.225012515794861,0.000482212694974393,-2.0942180760221e-06,0.999997905781924
"Human","TNFA","Golimumab",3,"Target reference concentration",10,1e-05,"µmol/l",0.225011430761177,0.225012515794861,0.000482212694974393,2.0942180760221e-06,1.00000209421808
"Human","TNFA","Golimumab",3,"kdeg",0.1,0.000371666666666667,"1/min",0.225011430761177,0.225012515794861,0.000482212694974393,-2.0942180760221e-06,0.999997905781924
"Human","TNFA","Golimumab",3,"kdeg",10,0.0371666666666667,"1/min",0.225011430761177,0.225012515794861,0.000482212694974393,2.0942180760221e-06,1.00000209421808
"Human","TNFA","Golimumab",3,"kint",0.1,0.00144333333333333,"1/min",0.225011430761177,0.225012515794861,0.000482212694974393,-2.0942180760221e-06,0.999997905781924
"Human","TNFA","Golimumab",3,"kint",10,0.144333333333333,"1/min",0.225011430761177,0.225012515794861,0.000482212694974393,2.0942180760221e-06,1.00000209421808
"Human","TNFA","Golimumab",6,"Target reference concentration",0.1,1e-07,"µmol/l",0.225595443839975,0.225595613982284,7.54192134966303e-05,-3.27541358996155e-07,0.999999672458641
"Human","TNFA","Golimumab",6,"Target reference concentration",10,1e-05,"µmol/l",0.225595443839975,0.225595613982284,7.54192134966303e-05,3.27541358996155e-07,1.00000032754136
"Human","TNFA","Golimumab",6,"kdeg",0.1,0.000371666666666667,"1/min",0.225595443839975,0.225595613982284,7.54192134966303e-05,-3.27541358996155e-07,0.999999672458641
"Human","TNFA","Golimumab",6,"kdeg",10,0.0371666666666667,"1/min",0.225595443839975,0.225595613982284,7.54192134966303e-05,3.27541358996155e-07,1.00000032754136
"Human","TNFA","Golimumab",6,"kint",0.1,0.00144333333333333,"1/min",0.225595443839975,0.225595613982284,7.54192134966303e-05,-3.27541358996155e-07,0.999999672458641
"Human","TNFA","Golimumab",6,"kint",10,0.144333333333333,"1/min",0.225595443839975,0.225595613982284,7.54192134966303e-05,3.27541358996155e-07,1.00000032754136
"Human","TNFA","Golimumab",10,"Target reference concentration",0.1,1e-07,"µmol/l",0.226379463756856,0.226379542110764,3.46117560390269e-05,-1.50316920553648e-07,0.999999849683079
"Human","TNFA","Golimumab",10,"Target reference concentration",10,1e-05,"µmol/l",0.226379463756856,0.226379542110764,3.46117560390269e-05,1.50316920553648e-07,1.00000015031692
"Human","TNFA","Golimumab",10,"kdeg",0.1,0.000371666666666667,"1/min",0.226379463756856,0.226379542110764,3.46117560390269e-05,-1.50316920553648e-07,0.999999849683079
"Human","TNFA","Golimumab",10,"kdeg",10,0.0371666666666667,"1/min",0.226379463756856,0.226379542110764,3.46117560390269e-05,1.50316920553648e-07,1.00000015031692
"Human","TNFA","Golimumab",10,"kint",0.1,0.00144333333333333,"1/min",0.226379463756856,0.226379542110764,3.46117560390269e-05,-1.50316920553648e-07,0.999999849683079
"Human","TNFA","Golimumab",10,"kint",10,0.144333333333333,"1/min",0.226379463756856,0.226379542110764,3.46117560390269e-05,1.50316920553648e-07,1.00000015031692
"Human","VEGFA","Bevacizumab",15,"Target reference concentration",0.1,1.3e-06,"µmol/l",0.227382490389657,0.22738247778236,-5.54453287726631e-06,2.40796010008299e-08,1.0000000240796
"Human","VEGFA","Bevacizumab",15,"Target reference concentration",10,0.00013,"µmol/l",0.227382490389657,0.22738247778236,-5.54453287726631e-06,-2.40796010008299e-08,0.999999975920399
"Human","VEGFA","Bevacizumab",15,"kdeg",0.1,8e-04,"1/min",0.227382490389657,0.22738247778236,-5.54453287726631e-06,2.40796010008299e-08,1.0000000240796
"Human","VEGFA","Bevacizumab",15,"kdeg",10,0.08,"1/min",0.227382490389657,0.22738247778236,-5.54453287726631e-06,-2.40796010008299e-08,0.999999975920399
"Human","VEGFA","Bevacizumab",15,"kint",0.1,8e-04,"1/min",0.227382490389657,0.22738247778236,-5.54453287726631e-06,2.40796010008299e-08,1.0000000240796
"Human","VEGFA","Bevacizumab",15,"kint",10,0.08,"1/min",0.227382490389657,0.22738247778236,-5.54453287726631e-06,-2.40796010008299e-08,0.999999975920399
"Monkey","IL-6R","Tocilizumab",10,"Target reference concentration",0.1,0.00022,"µmol/l",0.0536902300834605,0.0396568647376272,-26.1376517180476,0.131576889080357,1.13157688908036
"Monkey","IL-6R","Tocilizumab",10,"Target reference concentration",10,0.022,"µmol/l",0.0536902300834605,0.106030793519521,97.4861969388061,0.295536746530593,1.29553674653059
"Monkey","IL-6R","Tocilizumab",10,"kdeg",0.1,0.000466666666666667,"1/min",0.0536902300834605,0.0400214340540764,-25.4586281491739,0.127602618802982,1.12760261880298
"Monkey","IL-6R","Tocilizumab",10,"kdeg",10,0.0466666666666667,"1/min",0.0536902300834605,0.0977679620956658,82.0963738536549,0.260301297628923,1.26030129762892
"Monkey","IL-6R","Tocilizumab",10,"kint",0.1,0.000466666666666667,"1/min",0.0536902300834605,0.0510290086267387,-4.95662144227171,0.0220781339906318,1.02207813399063
"Monkey","IL-6R","Tocilizumab",10,"kint",10,0.0466666666666667,"1/min",0.0536902300834605,0.0540983371846624,0.760114271381362,0.00328865135686368,1.00328865135686
"Monkey","PD-1","Nivolumab",1,"Target reference concentration",0.1,1.66e-06,"µmol/l",0.0368575912956427,0.0368402384481025,-0.0470807964660147,0.000204517449088645,1.00020451744909
"Monkey","PD-1","Nivolumab",1,"Target reference concentration",10,0.000166,"µmol/l",0.0368575912956427,0.0370299140201447,0.467536587292949,0.00202575371109433,1.00202575371109
"Monkey","PD-1","Nivolumab",1,"kdeg",0.1,4.5e-05,"1/min",0.0368575912956427,0.0368423286942124,-0.0414096550907073,0.000179877092846894,1.00017987709285
"Monkey","PD-1","Nivolumab",1,"kdeg",10,0.0045,"1/min",0.0368575912956427,0.0369092467555657,0.140148767478299,0.000608232248100255,1.0006082322481
"Monkey","PD-1","Nivolumab",1,"kint",0.1,4.5e-05,"1/min",0.0368575912956427,0.0368437793827108,-0.0374737264328573,0.000162776827238113,1.00016277682724
"Monkey","PD-1","Nivolumab",1,"kint",10,0.0045,"1/min",0.0368575912956427,0.0368686552587447,0.030018139311605,0.000130347559622955,1.00013034755962
"Monkey","PD-1","Nivolumab",10,"Target reference concentration",0.1,1.66e-06,"µmol/l",0.0375278722180305,0.0375250557533832,-0.00750499423729512,3.25949989814272e-05,1.00003259499898
"Monkey","PD-1","Nivolumab",10,"Target reference concentration",10,0.000166,"µmol/l",0.0375278722180305,0.0375560246829936,0.0750174824714289,0.000325674645643441,1.00032567464564
"Monkey","PD-1","Nivolumab",10,"kdeg",0.1,4.5e-05,"1/min",0.0375278722180305,0.037525221783572,-0.00706257589863091,3.06734605889508e-05,1.00003067346059
"Monkey","PD-1","Nivolumab",10,"kdeg",10,0.0045,"1/min",0.0375278722180305,0.0375440270948307,0.0430476758882081,0.000186913452907179,1.00018691345291
"Monkey","PD-1","Nivolumab",10,"kint",0.1,4.5e-05,"1/min",0.0375278722180305,0.0375264761021396,-0.0037202106285994,1.61569700137068e-05,1.00001615697001
"Monkey","PD-1","Nivolumab",10,"kint",10,0.0045,"1/min",0.0375278722180305,0.037528324286597,0.00120462083177397,5.23157029002191e-06,1.00000523157029
"Monkey","PD-1","Pembrolizumab",0.3,"Target reference concentration",0.1,1.66e-06,"µmol/l",0.00648519887835284,0.00645519981796638,-0.462577338785908,0.00201360870455354,1.00201360870455
"Monkey","PD-1","Pembrolizumab",0.3,"Target reference concentration",10,0.000166,"µmol/l",0.00648519887835284,0.00678921044170758,4.68777548780364,0.0198959715723473,1.01989597157235
"Monkey","PD-1","Pembrolizumab",0.3,"kdeg",0.1,4.5e-05,"1/min",0.00648519887835284,0.00645631446938815,-0.445389717516642,0.00193862339266072,1.00193862339266
"Monkey","PD-1","Pembrolizumab",0.3,"kdeg",10,0.0045,"1/min",0.00648519887835284,0.0066494463150922,2.53265073007412,0.0108621851371471,1.01086218513715
"Monkey","PD-1","Pembrolizumab",0.3,"kint",0.1,4.5e-05,"1/min",0.00648519887835284,0.00647401165155567,-0.172503989577111,0.000749822230529187,1.00074982223053
"Monkey","PD-1","Pembrolizumab",0.3,"kint",10,0.0045,"1/min",0.00648519887835284,0.00648803032030615,0.0436600635758788,0.000189571866317509,1.00018957186632
"Monkey","PD-1","Pembrolizumab",3,"Target reference concentration",0.1,1.66e-06,"µmol/l",0.00647459756861226,0.00647126961088432,-0.0514002251517542,0.00022328573112142,1.00022328573112
"Monkey","PD-1","Pembrolizumab",3,"Target reference concentration",10,0.000166,"µmol/l",0.00647459756861226,0.00650799413426908,0.515809134126322,0.00223437299788177,1.00223437299788
"Monkey","PD-1","Pembrolizumab",3,"kdeg",0.1,4.5e-05,"1/min",0.00647459756861226,0.00647134699056353,-0.0502050979119484,0.000218092721279946,1.00021809272128
"Monkey","PD-1","Pembrolizumab",3,"kdeg",10,0.0045,"1/min",0.00647459756861226,0.00650366259330427,0.448908590595898,0.00194522236195106,1.00194522236195
"Monkey","PD-1","Pembrolizumab",3,"kint",0.1,4.5e-05,"1/min",0.00647459756861226,0.00647434749177436,-0.00386243060277458,1.67746469318263e-05,1.00001677464693
"Monkey","PD-1","Pembrolizumab",3,"kint",10,0.0045,"1/min",0.00647459756861226,0.00647463403817,0.000563271421238909,2.44624981107203e-06,1.00000244624981
"Monkey","PD-1","Pembrolizumab",30,"Target reference concentration",0.1,1.66e-06,"µmol/l",0.00667031607635934,0.00666998309639549,-0.00499196679795144,2.16803774850708e-05,1.00002168037749
"Monkey","PD-1","Pembrolizumab",30,"Target reference concentration",10,0.000166,"µmol/l",0.00667031607635934,0.00667384291260761,0.0528736001097485,0.000229566442985457,1.00022956644299
"Monkey","PD-1","Pembrolizumab",30,"kdeg",0.1,4.5e-05,"1/min",0.00667031607635934,0.00666999847421097,-0.00476142576654182,2.06791016779554e-05,1.00002067910168
"Monkey","PD-1","Pembrolizumab",30,"kdeg",10,0.0045,"1/min",0.00667031607635934,0.00667372026229953,0.0510348520402992,0.000221585008276145,1.00022158500828
"Monkey","PD-1","Pembrolizumab",30,"kint",0.1,4.5e-05,"1/min",0.00667031607635934,0.00667034773298761,0.000474589628263189,-2.06111167632493e-06,0.999997938888324
"Monkey","PD-1","Pembrolizumab",30,"kint",10,0.0045,"1/min",0.00667031607635934,0.00667031645655032,5.6997445874174e-06,2.47536755202849e-08,1.00000002475368
"Monkey","PD-L1","Atezolizumab",0.5,"Target reference concentration",0.1,6.09e-05,"µmol/l",0.0256617324521021,0.0253716992798835,-1.1302166475313,0.00493641748672736,1.00493641748673
"Monkey","PD-L1","Atezolizumab",0.5,"Target reference concentration",10,0.00609,"µmol/l",0.0256617324521021,0.0285206034117685,11.1405999770378,0.0458727369339158,1.04587273693392
"Monkey","PD-L1","Atezolizumab",0.5,"kdeg",0.1,7.1e-05,"1/min",0.0256617324521021,0.0255146355238727,-0.573215111271064,0.00249660390881205,1.00249660390881
"Monkey","PD-L1","Atezolizumab",0.5,"kdeg",10,0.0071,"1/min",0.0256617324521021,0.0257343934720118,0.283149315991515,0.00122796418805756,1.00122796418806
"Monkey","PD-L1","Atezolizumab",0.5,"kint",0.1,0.00101,"1/min",0.0256617324521021,0.0254117926627512,-0.973978626803207,0.00425066950477774,1.00425066950478
"Monkey","PD-L1","Atezolizumab",0.5,"kint",10,0.101,"1/min",0.0256617324521021,0.0258409325732305,0.698316535966059,0.00302221012410682,1.00302221012411
"Monkey","PD-L1","Atezolizumab",5,"Target reference concentration",0.1,6.09e-05,"µmol/l",0.0256923891121895,0.0255564365896048,-0.529154848118996,0.00230419206894004,1.00230419206894
"Monkey","PD-L1","Atezolizumab",5,"Target reference concentration",10,0.00609,"µmol/l",0.0256923891121895,0.0270338206066476,5.22112400135502,0.022102936740544,1.02210293674054
"Monkey","PD-L1","Atezolizumab",5,"kdeg",0.1,7.1e-05,"1/min",0.0256923891121895,0.0255814122932579,-0.431944333580869,0.00187997355456796,1.00187997355457
"Monkey","PD-L1","Atezolizumab",5,"kdeg",10,0.0071,"1/min",0.0256923891121895,0.025861394728912,0.657804208026214,0.00284745228068266,1.00284745228068
"Monkey","PD-L1","Atezolizumab",5,"kint",0.1,0.00101,"1/min",0.0256923891121895,0.0255937889150601,-0.383772006172323,0.00166990701721457,1.00166990701721
"Monkey","PD-L1","Atezolizumab",5,"kint",10,0.101,"1/min",0.0256923891121895,0.0257384472836131,0.179267763781832,0.000777852994230277,1.00077785299423
"Monkey","PD-L1","Atezolizumab",20,"Target reference concentration",0.1,6.09e-05,"µmol/l",0.0263002440572024,0.0262375706850478,-0.23829958390611,0.00103615701314597,1.00103615701315
"Monkey","PD-L1","Atezolizumab",20,"Target reference concentration",10,0.00609,"µmol/l",0.0263002440572024,0.0269222455599476,2.36500277865237,0.010151502557767,1.01015150255777
"Monkey","PD-L1","Atezolizumab",20,"kdeg",0.1,7.1e-05,"1/min",0.0263002440572024,0.0262435139539165,-0.21570181311823,0.000937792853832794,1.00093779285383
"Monkey","PD-L1","Atezolizumab",20,"kdeg",10,0.0071,"1/min",0.0263002440572024,0.0264571562154503,0.596618639380742,0.00258338299686197,1.00258338299686
"Monkey","PD-L1","Atezolizumab",20,"kint",0.1,0.00101,"1/min",0.0263002440572024,0.0262638346437533,-0.138437549742565,0.000601643185609979,1.00060164318561
"Monkey","PD-L1","Atezolizumab",20,"kint",10,0.101,"1/min",0.0263002440572024,0.0263125673197128,0.0468560766340831,0.000203445695643975,1.00020344569564
"Monkey","PD-L1","Avelumab",5,"Target reference concentration",0.1,6.09e-05,"µmol/l",0.0374905932209717,0.036950822897327,-1.43974868699256,0.0062981977961959,1.0062981977962
"Monkey","PD-L1","Avelumab",5,"Target reference concentration",10,0.00609,"µmol/l",0.0374905932209717,0.0415899209258714,10.9342833834025,0.0450657822476039,1.0450657822476
"Monkey","PD-L1","Avelumab",5,"kdeg",0.1,7.1e-05,"1/min",0.0374905932209717,0.0369662233994116,-1.3986703770447,0.00611722862857493,1.00611722862857
"Monkey","PD-L1","Avelumab",5,"kdeg",10,0.0071,"1/min",0.0374905932209717,0.0412785066101314,10.1036368425369,0.0418016644264239,1.04180166442642
"Monkey","PD-L1","Avelumab",5,"kint",0.1,0.000416666666666667,"1/min",0.0374905932209717,0.0374771044835801,-0.0359789916154707,0.000156282891420812,1.00015628289142
"Monkey","PD-L1","Avelumab",5,"kint",10,0.0416666666666667,"1/min",0.0374905932209717,0.0374921475660559,0.00414596022815239,1.80053032489925e-05,1.00001800530325
"Monkey","TNFA","Adalimumab",3,"Target reference concentration",0.1,1e-07,"µmol/l",0.036494971246069,0.0364905630570656,-0.0120788943047567,5.24611398670902e-05,1.00005246113987
"Monkey","TNFA","Adalimumab",3,"Target reference concentration",10,1e-05,"µmol/l",0.036494971246069,0.0365390564063935,0.12079790398325,0.000524302022044687,1.00052430202204
"Monkey","TNFA","Adalimumab",3,"kdeg",0.1,0.000371666666666667,"1/min",0.036494971246069,0.0364906002607598,-0.0119769523304836,5.20183582406441e-05,1.00005201835824
"Monkey","TNFA","Adalimumab",3,"kdeg",10,0.0371666666666667,"1/min",0.036494971246069,0.0365323590916817,0.102446568215231,0.00044469204566127,1.00044469204566
"Monkey","TNFA","Adalimumab",3,"kint",0.1,0.00144333333333333,"1/min",0.036494971246069,0.0364946535257282,-0.000870586631307457,3.78092615809841e-06,1.00000378092616
"Monkey","TNFA","Adalimumab",3,"kint",10,0.144333333333333,"1/min",0.036494971246069,0.0364950141824403,0.000117650103192979,5.10947605555455e-07,1.00000051094761
"Monkey","TNFA","Golimumab",3,"Target reference concentration",0.1,1e-07,"µmol/l",0.0360084644739362,0.0360040344542007,-0.0123027177086676,5.34333110749897e-05,1.00005343331107
"Monkey","TNFA","Golimumab",3,"Target reference concentration",10,1e-05,"µmol/l",0.0360084644739362,0.0360528163460914,0.123170684457663,0.000534594321724101,1.00053459432172
"Monkey","TNFA","Golimumab",3,"kdeg",0.1,0.000371666666666667,"1/min",0.0360084644739362,0.036004056164197,-0.0122424263393595,5.3171436846317e-05,1.00005317143685
"Monkey","TNFA","Golimumab",3,"kdeg",10,0.0371666666666667,"1/min",0.0360084644739362,0.0360506491337288,0.117152065240611,0.000508487161292713,1.00050848716129
"Monkey","TNFA","Golimumab",3,"kint",0.1,0.00144333333333333,"1/min",0.0360084644739362,0.0360084064631153,-0.000161103289753051,6.99663261152523e-07,1.00000069966326
"Monkey","TNFA","Golimumab",3,"kint",10,0.144333333333333,"1/min",0.0360084644739362,0.0360084721802107,2.14012862098656e-05,9.29445951200988e-08,1.0000000929446
"Monkey","VEGFA","Bevacizumab",4,"Target reference concentration",0.1,1.3e-06,"µmol/l",0.0371408278609301,0.0361915445301093,-2.55590245423521,0.0112444621486033,1.0112444621486
"Monkey","VEGFA","Bevacizumab",4,"Target reference concentration",10,0.00013,"µmol/l",0.0371408278609301,0.0432666749109673,16.4935662526823,0.0663019406571923,1.06630194065719
"Monkey","VEGFA","Bevacizumab",4,"kdeg",0.1,8e-04,"1/min",0.0371408278609301,0.0362048297213235,-2.5201326774711,0.0110850705945433,1.01108507059454
"Monkey","VEGFA","Bevacizumab",4,"kdeg",10,0.08,"1/min",0.0371408278609301,0.0419633211419361,12.984345149934,0.053018272810933,1.05301827281093
"Monkey","VEGFA","Bevacizumab",4,"kint",0.1,8e-04,"1/min",0.0371408278609301,0.0370328466729863,-0.290734467061737,0.00126448278306351,1.00126448278306
"Monkey","VEGFA","Bevacizumab",4,"kint",10,0.08,"1/min",0.0371408278609301,0.0371550809243714,0.0383757289812658,0.000166631702335133,1.00016663170234
"Monkey","VEGFA","Bevacizumab",5,"Target reference concentration",0.1,1.3e-06,"µmol/l",0.0370337007498623,0.0362449714763064,-2.12976088693698,0.00934935062712532,1.00934935062713
"Monkey","VEGFA","Bevacizumab",5,"Target reference concentration",10,0.00013,"µmol/l",0.0370337007498623,0.0422857101537373,14.1817028747649,0.0575965156683784,1.05759651566838
"Monkey","VEGFA","Bevacizumab",5,"kdeg",0.1,8e-04,"1/min",0.0370337007498623,0.0362542951131265,-2.10458479966696,0.00923764731659408,1.00923764731659
"Monkey","VEGFA","Bevacizumab",5,"kdeg",10,0.08,"1/min",0.0370337007498623,0.0412558800810608,11.4009111855078,0.0468887430928238,1.04688874309282
"Monkey","VEGFA","Bevacizumab",5,"kint",0.1,8e-04,"1/min",0.0370337007498623,0.0369521929304293,-0.220090938206485,0.000956896207413074,1.00095689620741
"Monkey","VEGFA","Bevacizumab",5,"kint",10,0.08,"1/min",0.0370337007498623,0.037044431317801,0.028975143508414,0.000125819222110651,1.00012581922211
