"Scenario","Molecule","Species","Dose","Parameter","VariationFactor","ParameterValue","ParameterUnit","Pred_CL_L_day"
"Atezolizumab_Human_1_mpk","Atezolizumab","Human",1,"Target reference concentration",0.1,6.09e-05,"µmol/l",0.154544443968971
"Atezolizumab_Human_1_mpk","Atezolizumab","Human",1,"Target reference concentration",10,0.00609,"µmol/l",0.164690653366254
"Atezolizumab_Human_1_mpk","Atezolizumab","Human",1,"kdeg",0.1,7.1e-05,"1/min",0.154646414167498
"Atezolizumab_Human_1_mpk","Atezolizumab","Human",1,"kdeg",10,0.0071,"1/min",0.156358661028541
"Atezolizumab_Human_1_mpk","Atezolizumab","Human",1,"kint",0.1,0.00101,"1/min",0.154773372613501
"Atezolizumab_Human_1_mpk","Atezolizumab","Human",1,"kint",10,0.101,"1/min",0.15573015856681
